,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,vehicle_max_model,vehicle_min_model,cargo_all_model,cargo_max_model,cargo_min_model,passenger_all_model,passenger_max_model,passenger_min_model,no_all_count,no_max_count,no_min_count,cargo_all_count,cargo_max_count,cargo_min_count,passenger_all_count,passenger_max_count,passenger_min_count,volume_all,volume_max,volume_min,etc_all_count,etc_max_count,etc_min_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,day,hour,minute,week,weekend
2016-09-19 03:20:00,1.0,6.0,2.0,3.0,3.0,7.0,3.0,23.0,5.0,6.0,12.0,24.0,3.0,3.83333333333,2.5,2.0,4.0,3.42857142857,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,,1.0,5.0,27.0,7.0,10.0,12.0,28.0,1.66666666667,2.7,1.75,1.42857142857,4.0,2.54545454545,3.0,10.0,4.0,7.0,3.0,11.0,38.0,89.0,28.0,5.0,73.0,24.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,22.0,7.0,1.0,16.0,4.0,0.0,38.0,11.0,3.0,4.0,2.0,0.0,2.34210526316,3.31818181818,1.0,19,6,20,0,0
2016-09-19 03:40:00,6.0,2.0,3.0,3.0,7.0,2.0,23.0,5.0,6.0,12.0,24.0,4.0,3.83333333333,2.5,2.0,4.0,3.42857142857,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,4.0,5.0,4.0,2.0,4.0,0.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,27.0,7.0,10.0,12.0,28.0,9.0,2.7,1.75,1.42857142857,4.0,2.54545454545,1.28571428571,10.0,4.0,7.0,3.0,11.0,7.0,65.0,93.0,28.0,7.0,74.0,24.0,4.0,19.0,5.0,0.0,0.0,0.0,0.0,23.0,7.0,2.0,19.0,5.0,0.0,42.0,11.0,3.0,4.0,2.0,0.0,2.21428571429,3.21739130435,1.0,19,6,40,0,0
2016-09-19 04:00:00,2.0,3.0,3.0,7.0,2.0,5.0,5.0,6.0,12.0,24.0,4.0,10.0,2.5,2.0,4.0,3.42857142857,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,5.0,8.0,2.0,4.0,0.0,4.0,5.0,8.0,1.0,1.0,,1.0,1.0,1.0,7.0,10.0,12.0,28.0,9.0,18.0,1.75,1.42857142857,4.0,2.54545454545,1.28571428571,1.38461538462,4.0,7.0,3.0,11.0,7.0,13.0,67.0,84.0,28.0,7.0,61.0,24.0,4.0,23.0,8.0,0.0,0.0,0.0,0.0,22.0,7.0,2.0,23.0,8.0,0.0,45.0,13.0,3.0,6.0,3.0,0.0,1.86666666667,2.77272727273,1.0,19,7,0,0,0
2016-09-19 04:20:00,3.0,3.0,7.0,2.0,5.0,16.0,6.0,12.0,24.0,4.0,10.0,43.0,2.0,4.0,3.42857142857,2.0,2.0,2.6875,2.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,8.0,14.0,4.0,0.0,4.0,5.0,8.0,14.0,1.0,,1.0,1.0,1.0,1.0,10.0,12.0,28.0,9.0,18.0,57.0,1.42857142857,4.0,2.54545454545,1.28571428571,1.38461538462,1.9,7.0,3.0,11.0,7.0,13.0,30.0,71.0,134.0,57.0,9.0,99.0,43.0,4.0,35.0,14.0,0.0,0.0,0.0,0.0,36.0,16.0,2.0,35.0,14.0,0.0,71.0,30.0,3.0,11.0,5.0,0.0,1.88732394366,2.75,1.0,19,7,20,0,0
2016-09-19 04:40:00,3.0,7.0,2.0,5.0,16.0,19.0,12.0,24.0,4.0,10.0,43.0,42.0,4.0,3.42857142857,2.0,2.0,2.6875,2.21052631579,0.0,1.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,14.0,19.0,0.0,4.0,5.0,8.0,14.0,27.0,,1.0,1.0,1.0,1.0,1.42105263158,12.0,28.0,9.0,18.0,57.0,69.0,4.0,2.54545454545,1.28571428571,1.38461538462,1.9,1.81578947368,3.0,11.0,7.0,13.0,30.0,38.0,103.0,193.0,69.0,9.0,135.0,43.0,10.0,58.0,27.0,0.0,0.0,0.0,0.0,52.0,19.0,2.0,50.0,19.0,0.0,102.0,38.0,3.0,18.0,9.0,0.0,1.89215686275,2.59615384615,1.16,19,7,40,0,0
2016-09-19 05:00:00,7.0,2.0,5.0,16.0,19.0,14.0,24.0,4.0,10.0,43.0,42.0,21.0,3.42857142857,2.0,2.0,2.6875,2.21052631579,1.5,1.0,0.0,3.0,5.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,14.0,19.0,51.0,4.0,5.0,8.0,14.0,27.0,53.0,1.0,1.0,1.0,1.0,1.42105263158,1.03921568627,28.0,9.0,18.0,57.0,69.0,74.0,2.54545454545,1.28571428571,1.38461538462,1.9,1.81578947368,1.13846153846,11.0,7.0,13.0,30.0,38.0,65.0,118.0,255.0,74.0,9.0,144.0,43.0,4.0,111.0,53.0,4.0,0.0,0.0,0.0,63.0,19.0,2.0,101.0,51.0,4.0,164.0,65.0,7.0,34.0,16.0,0.0,1.55487804878,2.28571428571,1.09900990099,19,8,0,0,0
2016-09-19 05:20:00,2.0,5.0,16.0,19.0,14.0,13.0,4.0,10.0,43.0,42.0,21.0,21.0,2.0,2.0,2.6875,2.21052631579,1.5,1.61538461538,0.0,3.0,5.0,9.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,14.0,19.0,51.0,54.0,5.0,8.0,14.0,27.0,53.0,62.0,1.0,1.0,1.0,1.42105263158,1.03921568627,1.14814814815,9.0,18.0,57.0,69.0,74.0,83.0,1.28571428571,1.38461538462,1.9,1.81578947368,1.13846153846,1.23880597015,7.0,13.0,30.0,38.0,65.0,67.0,168.0,310.0,83.0,9.0,141.0,42.0,4.0,169.0,62.0,5.0,0.0,0.0,0.0,69.0,19.0,2.0,151.0,54.0,5.0,220.0,67.0,7.0,48.0,16.0,0.0,1.40909090909,2.04347826087,1.11920529801,19,8,20,0,0
2016-09-19 05:40:00,5.0,16.0,19.0,14.0,13.0,14.0,10.0,43.0,42.0,21.0,21.0,31.0,2.0,2.6875,2.21052631579,1.5,1.61538461538,2.21428571429,3.0,5.0,9.0,16.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,19.0,51.0,54.0,57.0,8.0,14.0,27.0,53.0,62.0,60.0,1.0,1.0,1.42105263158,1.03921568627,1.14814814815,1.05263157895,18.0,57.0,69.0,74.0,83.0,91.0,1.38461538462,1.9,1.81578947368,1.13846153846,1.23880597015,1.28169014085,13.0,30.0,38.0,65.0,67.0,71.0,161.0,392.0,91.0,18.0,168.0,43.0,10.0,224.0,62.0,8.0,0.0,0.0,0.0,81.0,19.0,5.0,203.0,57.0,8.0,284.0,71.0,13.0,69.0,21.0,3.0,1.38028169014,2.07407407407,1.10344827586,19,8,40,0,0
2016-09-19 06:00:00,16.0,19.0,14.0,13.0,14.0,11.0,43.0,42.0,21.0,21.0,31.0,20.0,2.6875,2.21052631579,1.5,1.61538461538,2.21428571429,1.81818181818,5.0,9.0,16.0,15.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,51.0,54.0,57.0,92.0,14.0,27.0,53.0,62.0,60.0,94.0,1.0,1.42105263158,1.03921568627,1.14814814815,1.05263157895,1.02173913043,57.0,69.0,74.0,83.0,91.0,114.0,1.9,1.81578947368,1.13846153846,1.23880597015,1.28169014085,1.1067961165,30.0,38.0,65.0,67.0,71.0,103.0,145.0,488.0,114.0,57.0,178.0,43.0,20.0,310.0,94.0,14.0,0.0,0.0,0.0,87.0,19.0,11.0,287.0,92.0,14.0,374.0,103.0,30.0,99.0,33.0,5.0,1.30481283422,2.04597701149,1.08013937282,19,9,0,0,0
2016-09-19 06:20:00,19.0,14.0,13.0,14.0,11.0,7.0,42.0,21.0,21.0,31.0,20.0,12.0,2.21052631579,1.5,1.61538461538,2.21428571429,1.81818181818,1.71428571429,9.0,16.0,15.0,21.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,51.0,54.0,57.0,92.0,111.0,27.0,53.0,62.0,60.0,94.0,114.0,1.42105263158,1.03921568627,1.14814814815,1.05263157895,1.02173913043,1.02702702703,69.0,74.0,83.0,91.0,114.0,126.0,1.81578947368,1.13846153846,1.23880597015,1.28169014085,1.1067961165,1.06779661017,38.0,65.0,67.0,71.0,103.0,118.0,125.0,557.0,126.0,69.0,147.0,42.0,12.0,410.0,114.0,27.0,0.0,0.0,0.0,78.0,19.0,7.0,384.0,111.0,19.0,462.0,118.0,38.0,142.0,48.0,9.0,1.20562770563,1.88461538462,1.06770833333,19,9,20,0,0
2016-09-19 06:40:00,14.0,13.0,14.0,11.0,7.0,21.0,21.0,21.0,31.0,20.0,12.0,28.0,1.5,1.61538461538,2.21428571429,1.81818181818,1.71428571429,1.33333333333,16.0,15.0,21.0,33.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,54.0,57.0,92.0,111.0,147.0,53.0,62.0,60.0,94.0,114.0,191.0,1.03921568627,1.14814814815,1.05263157895,1.02173913043,1.02702702703,1.29931972789,74.0,83.0,91.0,114.0,126.0,219.0,1.13846153846,1.23880597015,1.28169014085,1.1067961165,1.06779661017,1.30357142857,65.0,67.0,71.0,103.0,118.0,168.0,116.0,707.0,219.0,74.0,133.0,28.0,12.0,574.0,191.0,53.0,0.0,0.0,0.0,80.0,21.0,7.0,512.0,147.0,51.0,592.0,168.0,65.0,190.0,57.0,15.0,1.19425675676,1.6625,1.12109375,19,9,40,0,0
2016-09-19 07:00:00,13.0,14.0,11.0,7.0,21.0,24.0,21.0,31.0,20.0,12.0,28.0,59.0,1.61538461538,2.21428571429,1.81818181818,1.71428571429,1.33333333333,2.45833333333,15.0,21.0,33.0,48.0,57.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,57.0,92.0,111.0,147.0,137.0,62.0,60.0,94.0,114.0,191.0,143.0,1.14814814815,1.05263157895,1.02173913043,1.02702702703,1.29931972789,1.04379562044,83.0,91.0,114.0,126.0,219.0,202.0,1.23880597015,1.28169014085,1.1067961165,1.06779661017,1.30357142857,1.25465838509,67.0,71.0,103.0,118.0,168.0,161.0,117.0,835.0,219.0,83.0,171.0,59.0,12.0,664.0,191.0,60.0,0.0,0.0,0.0,90.0,24.0,7.0,598.0,147.0,54.0,688.0,168.0,67.0,238.0,64.0,15.0,1.2136627907,1.9,1.11036789298,19,10,0,0,0
2016-09-19 07:20:00,14.0,11.0,7.0,21.0,24.0,19.0,31.0,20.0,12.0,28.0,59.0,31.0,2.21428571429,1.81818181818,1.71428571429,1.33333333333,2.45833333333,1.63157894737,21.0,33.0,48.0,57.0,64.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,92.0,111.0,147.0,137.0,126.0,60.0,94.0,114.0,191.0,143.0,137.0,1.05263157895,1.02173913043,1.02702702703,1.29931972789,1.04379562044,1.0873015873,91.0,114.0,126.0,219.0,202.0,168.0,1.28169014085,1.1067961165,1.06779661017,1.30357142857,1.25465838509,1.15862068966,71.0,103.0,118.0,168.0,161.0,145.0,87.0,920.0,219.0,91.0,181.0,59.0,20.0,739.0,191.0,60.0,0.0,0.0,0.0,96.0,24.0,7.0,670.0,147.0,57.0,766.0,168.0,71.0,267.0,64.0,21.0,1.20104438642,1.88541666667,1.10298507463,19,10,20,0,0
2016-09-19 07:40:00,11.0,7.0,21.0,24.0,19.0,12.0,20.0,12.0,28.0,59.0,31.0,16.0,1.81818181818,1.71428571429,1.33333333333,2.45833333333,1.63157894737,1.33333333333,33.0,48.0,57.0,64.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,111.0,147.0,137.0,126.0,113.0,94.0,114.0,191.0,143.0,137.0,125.0,1.02173913043,1.02702702703,1.29931972789,1.04379562044,1.0873015873,1.10619469027,114.0,126.0,219.0,202.0,168.0,141.0,1.1067961165,1.06779661017,1.30357142857,1.25465838509,1.15862068966,1.128,103.0,118.0,168.0,161.0,145.0,125.0,85.0,970.0,219.0,114.0,166.0,59.0,12.0,804.0,191.0,94.0,0.0,0.0,0.0,94.0,24.0,7.0,726.0,147.0,92.0,820.0,168.0,103.0,275.0,64.0,29.0,1.18292682927,1.76595744681,1.10743801653,19,10,40,0,0
2016-09-19 08:00:00,7.0,21.0,24.0,19.0,12.0,17.0,12.0,28.0,59.0,31.0,16.0,31.0,1.71428571429,1.33333333333,2.45833333333,1.63157894737,1.33333333333,1.82352941176,48.0,57.0,64.0,44.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,147.0,137.0,126.0,113.0,99.0,114.0,191.0,143.0,137.0,125.0,106.0,1.02702702703,1.29931972789,1.04379562044,1.0873015873,1.10619469027,1.07070707071,126.0,219.0,202.0,168.0,141.0,137.0,1.06779661017,1.30357142857,1.25465838509,1.15862068966,1.128,1.18103448276,118.0,168.0,161.0,145.0,125.0,116.0,73.0,993.0,219.0,126.0,177.0,31.0,12.0,816.0,191.0,106.0,0.0,0.0,0.0,100.0,24.0,7.0,733.0,147.0,99.0,833.0,168.0,116.0,267.0,64.0,25.0,1.19207683073,1.77,1.11323328786,19,11,0,0,0
2016-09-19 08:20:00,21.0,24.0,19.0,12.0,17.0,23.0,28.0,59.0,31.0,16.0,31.0,38.0,1.33333333333,2.45833333333,1.63157894737,1.33333333333,1.82352941176,1.65217391304,57.0,64.0,44.0,29.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,137.0,126.0,113.0,99.0,94.0,191.0,143.0,137.0,125.0,106.0,112.0,1.29931972789,1.04379562044,1.0873015873,1.10619469027,1.07070707071,1.1914893617,219.0,202.0,168.0,141.0,137.0,150.0,1.30357142857,1.25465838509,1.15862068966,1.128,1.18103448276,1.28205128205,168.0,161.0,145.0,125.0,116.0,117.0,72.0,1017.0,219.0,137.0,203.0,59.0,16.0,814.0,191.0,106.0,0.0,0.0,0.0,116.0,24.0,12.0,716.0,147.0,94.0,832.0,168.0,116.0,245.0,64.0,25.0,1.22235576923,1.75,1.13687150838,19,11,20,0,0
2016-09-19 08:40:00,24.0,19.0,12.0,17.0,23.0,18.0,59.0,31.0,16.0,31.0,38.0,43.0,2.45833333333,1.63157894737,1.33333333333,1.82352941176,1.65217391304,2.38888888889,64.0,44.0,29.0,25.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,126.0,113.0,99.0,94.0,69.0,143.0,137.0,125.0,106.0,112.0,71.0,1.04379562044,1.0873015873,1.10619469027,1.07070707071,1.1914893617,1.02898550725,202.0,168.0,141.0,137.0,150.0,114.0,1.25465838509,1.15862068966,1.128,1.18103448276,1.28205128205,1.31034482759,161.0,145.0,125.0,116.0,117.0,87.0,73.0,912.0,202.0,114.0,218.0,59.0,31.0,694.0,143.0,71.0,0.0,0.0,0.0,113.0,24.0,12.0,638.0,137.0,69.0,751.0,161.0,87.0,205.0,64.0,17.0,1.21438082557,1.92920353982,1.08777429467,19,11,40,0,0
2016-09-19 09:00:00,19.0,12.0,17.0,23.0,18.0,14.0,31.0,16.0,31.0,38.0,43.0,30.0,1.63157894737,1.33333333333,1.82352941176,1.65217391304,2.38888888889,2.14285714286,44.0,29.0,25.0,26.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,113.0,99.0,94.0,69.0,71.0,137.0,125.0,106.0,112.0,71.0,73.0,1.0873015873,1.10619469027,1.07070707071,1.1914893617,1.02898550725,1.02816901408,168.0,141.0,137.0,150.0,114.0,103.0,1.15862068966,1.128,1.18103448276,1.28205128205,1.31034482759,1.21176470588,145.0,125.0,116.0,117.0,87.0,85.0,94.0,813.0,168.0,103.0,189.0,43.0,16.0,624.0,137.0,71.0,0.0,0.0,0.0,103.0,23.0,12.0,572.0,126.0,69.0,675.0,145.0,85.0,160.0,44.0,17.0,1.20444444444,1.83495145631,1.09090909091,19,12,0,0,0
2016-09-19 09:20:00,12.0,17.0,23.0,18.0,14.0,14.0,16.0,31.0,38.0,43.0,30.0,41.0,1.33333333333,1.82352941176,1.65217391304,2.38888888889,2.14285714286,2.92857142857,29.0,25.0,26.0,17.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,99.0,94.0,69.0,71.0,59.0,125.0,106.0,112.0,71.0,73.0,61.0,1.10619469027,1.07070707071,1.1914893617,1.02898550725,1.02816901408,1.03389830508,141.0,137.0,150.0,114.0,103.0,102.0,1.128,1.18103448276,1.28205128205,1.31034482759,1.21176470588,1.39726027397,125.0,116.0,117.0,87.0,85.0,73.0,86.0,747.0,150.0,102.0,199.0,43.0,16.0,548.0,125.0,61.0,0.0,0.0,0.0,98.0,23.0,12.0,505.0,113.0,59.0,603.0,125.0,73.0,136.0,29.0,17.0,1.23880597015,2.0306122449,1.08514851485,19,12,20,0,0
