,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,vehicle_max_model,vehicle_min_model,cargo_all_model,cargo_max_model,cargo_min_model,passenger_all_model,passenger_max_model,passenger_min_model,no_all_count,no_max_count,no_min_count,cargo_all_count,cargo_max_count,cargo_min_count,passenger_all_count,passenger_max_count,passenger_min_count,volume_all,volume_max,volume_min,etc_all_count,etc_max_count,etc_min_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,day,hour,minute,week,weekend
2016-09-19 03:20:00,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,14.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,19.0,,,,,,1.35714285714,,,,,,14.0,21.0,,19.0,19.0,,0.0,0.0,,0.0,0.0,,14.0,14.0,,0.0,0.0,,0.0,0.0,,14.0,14.0,,1.0,1.0,,,,19,5,40,0,0
2016-09-19 03:40:00,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,1.0,0.0,,,,,14.0,12.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,19.0,16.0,,,,,1.35714285714,1.33333333333,,,,,14.0,12.0,30.0,,19.0,16.0,,0.0,0.0,,0.0,0.0,,14.0,12.0,,0.0,0.0,,0.0,0.0,,14.0,12.0,,1.0,0.0,,,,19,6,0,0,0
2016-09-19 04:00:00,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,1.0,0.0,5.0,,,,14.0,12.0,21.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,19.0,16.0,28.0,,,,1.35714285714,1.33333333333,1.33333333333,,,,14.0,12.0,21.0,36.0,,28.0,16.0,,0.0,0.0,,0.0,0.0,,21.0,12.0,,0.0,0.0,,0.0,0.0,,21.0,12.0,,5.0,0.0,,,,19,6,20,0,0
2016-09-19 04:20:00,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,5.0,5.0,,,14.0,12.0,21.0,30.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,19.0,16.0,28.0,38.0,,,1.35714285714,1.33333333333,1.33333333333,1.26666666667,,,14.0,12.0,21.0,30.0,37.0,,38.0,16.0,,0.0,0.0,,0.0,0.0,,30.0,12.0,,0.0,0.0,,0.0,0.0,,30.0,12.0,,5.0,0.0,,,,19,6,40,0,0
2016-09-19 04:40:00,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,5.0,5.0,4.0,,14.0,12.0,21.0,30.0,36.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,19.0,16.0,28.0,38.0,46.0,,1.35714285714,1.33333333333,1.33333333333,1.26666666667,1.27777777778,,14.0,12.0,21.0,30.0,36.0,84.0,,46.0,16.0,,0.0,0.0,,0.0,0.0,,36.0,12.0,,0.0,0.0,,0.0,0.0,,36.0,12.0,,5.0,0.0,,,,19,7,0,0,0
2016-09-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,5.0,5.0,4.0,10.0,14.0,12.0,21.0,30.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,16.0,28.0,38.0,46.0,46.0,1.35714285714,1.33333333333,1.33333333333,1.26666666667,1.27777777778,1.24324324324,14.0,12.0,21.0,30.0,36.0,37.0,80.0,193.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.0,12.0,25.0,10.0,0.0,1.28666666667,,,19,7,20,0,0
2016-09-19 05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,5.0,5.0,4.0,10.0,34.0,12.0,21.0,30.0,36.0,37.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,28.0,38.0,46.0,46.0,90.0,1.33333333333,1.33333333333,1.26666666667,1.27777777778,1.24324324324,1.07142857143,12.0,21.0,30.0,36.0,37.0,84.0,97.0,264.0,90.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,84.0,12.0,58.0,34.0,0.0,1.2,,,19,7,40,0,0
2016-09-19 05:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,5.0,4.0,10.0,34.0,36.0,21.0,30.0,36.0,37.0,84.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28.0,38.0,46.0,46.0,90.0,87.0,1.33333333333,1.26666666667,1.27777777778,1.24324324324,1.07142857143,1.0875,21.0,30.0,36.0,37.0,84.0,80.0,129.0,335.0,90.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,84.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,84.0,21.0,94.0,36.0,4.0,1.16319444444,,,19,8,0,0,0
2016-09-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,4.0,10.0,34.0,36.0,36.0,30.0,36.0,37.0,84.0,80.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,38.0,46.0,46.0,90.0,87.0,101.0,1.26666666667,1.27777777778,1.24324324324,1.07142857143,1.0875,1.0412371134,30.0,36.0,37.0,84.0,80.0,97.0,122.0,408.0,101.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,97.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,97.0,30.0,125.0,36.0,4.0,1.12087912088,,,19,8,20,0,0
2016-09-19 06:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,10.0,34.0,36.0,36.0,43.0,36.0,37.0,84.0,80.0,97.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.0,46.0,90.0,87.0,101.0,134.0,1.27777777778,1.24324324324,1.07142857143,1.0875,1.0412371134,1.03875968992,36.0,37.0,84.0,80.0,97.0,129.0,98.0,504.0,134.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,129.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,129.0,36.0,163.0,43.0,4.0,1.08855291577,,,19,8,40,0,0
2016-09-19 06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.0,34.0,36.0,36.0,43.0,41.0,37.0,84.0,80.0,97.0,129.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,46.0,90.0,87.0,101.0,134.0,138.0,1.24324324324,1.07142857143,1.0875,1.0412371134,1.03875968992,1.13114754098,37.0,84.0,80.0,97.0,129.0,122.0,89.0,596.0,138.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,129.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,129.0,37.0,200.0,43.0,10.0,1.08561020036,,,19,9,0,0,0
2016-09-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,34.0,36.0,36.0,43.0,41.0,30.0,84.0,80.0,97.0,129.0,122.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,87.0,101.0,134.0,138.0,105.0,1.07142857143,1.0875,1.0412371134,1.03875968992,1.13114754098,1.07142857143,84.0,80.0,97.0,129.0,122.0,98.0,78.0,655.0,138.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,129.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,129.0,80.0,220.0,43.0,30.0,1.0737704918,,,19,9,20,0,0
2016-09-19 07:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36.0,36.0,43.0,41.0,30.0,15.0,80.0,97.0,129.0,122.0,98.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,87.0,101.0,134.0,138.0,105.0,96.0,1.0875,1.0412371134,1.03875968992,1.13114754098,1.07142857143,1.07865168539,80.0,97.0,129.0,122.0,98.0,89.0,59.0,661.0,138.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,129.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,129.0,80.0,201.0,43.0,15.0,1.07479674797,,,19,9,40,0,0
2016-09-19 07:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,36.0,43.0,41.0,30.0,15.0,18.0,97.0,129.0,122.0,98.0,89.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,101.0,134.0,138.0,105.0,96.0,82.0,1.0412371134,1.03875968992,1.13114754098,1.07142857143,1.07865168539,1.05128205128,97.0,129.0,122.0,98.0,89.0,78.0,71.0,656.0,138.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,129.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,129.0,78.0,183.0,43.0,15.0,1.07014681892,,,19,10,0,0,0
2016-09-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,43.0,41.0,30.0,15.0,18.0,12.0,129.0,122.0,98.0,89.0,78.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,134.0,138.0,105.0,96.0,82.0,61.0,1.03875968992,1.13114754098,1.07142857143,1.07865168539,1.05128205128,1.03389830508,129.0,122.0,98.0,89.0,78.0,59.0,88.0,616.0,138.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,129.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,129.0,59.0,159.0,43.0,12.0,1.07130434783,,,19,10,20,0,0
2016-09-19 08:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.0,30.0,15.0,18.0,12.0,18.0,122.0,98.0,89.0,78.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,138.0,105.0,96.0,82.0,61.0,73.0,1.13114754098,1.07142857143,1.07865168539,1.05128205128,1.03389830508,1.02816901408,122.0,98.0,89.0,78.0,59.0,71.0,65.0,555.0,138.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,122.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,122.0,59.0,134.0,41.0,12.0,1.07350096712,,,19,10,40,0,0
2016-09-19 08:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30.0,15.0,18.0,12.0,18.0,11.0,98.0,89.0,78.0,59.0,71.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,105.0,96.0,82.0,61.0,73.0,113.0,1.07142857143,1.07865168539,1.05128205128,1.03389830508,1.02816901408,1.28409090909,98.0,89.0,78.0,59.0,71.0,88.0,50.0,530.0,113.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,98.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,98.0,59.0,104.0,30.0,11.0,1.09730848861,,,19,11,0,0,0
2016-09-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,18.0,12.0,18.0,11.0,14.0,89.0,78.0,59.0,71.0,88.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,96.0,82.0,61.0,73.0,113.0,83.0,1.07865168539,1.05128205128,1.03389830508,1.02816901408,1.28409090909,1.27692307692,89.0,78.0,59.0,71.0,88.0,65.0,61.0,508.0,113.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,89.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,89.0,59.0,88.0,18.0,11.0,1.12888888889,,,19,11,20,0,0
2016-09-19 09:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,12.0,18.0,11.0,14.0,13.0,78.0,59.0,71.0,88.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,82.0,61.0,73.0,113.0,83.0,60.0,1.05128205128,1.03389830508,1.02816901408,1.28409090909,1.27692307692,1.2,78.0,59.0,71.0,88.0,65.0,50.0,46.0,472.0,113.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,88.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,88.0,50.0,86.0,18.0,11.0,1.14841849148,,,19,11,40,0,0
2016-09-19 09:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,18.0,11.0,14.0,13.0,14.0,59.0,71.0,88.0,65.0,50.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,61.0,73.0,113.0,83.0,60.0,69.0,1.03389830508,1.02816901408,1.28409090909,1.27692307692,1.2,1.13114754098,59.0,71.0,88.0,65.0,50.0,61.0,87.0,459.0,113.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,88.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,88.0,50.0,82.0,18.0,11.0,1.16497461929,,,19,12,0,0,0
2016-09-19 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,11.0,14.0,13.0,14.0,9.0,71.0,88.0,65.0,50.0,61.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,113.0,83.0,60.0,69.0,53.0,1.02816901408,1.28409090909,1.27692307692,1.2,1.13114754098,1.15217391304,71.0,88.0,65.0,50.0,61.0,46.0,66.0,451.0,113.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,88.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,88.0,46.0,79.0,18.0,9.0,1.18372703412,,,19,12,20,0,0
2016-09-19 10:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,14.0,13.0,14.0,9.0,18.0,88.0,65.0,50.0,61.0,46.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,113.0,83.0,60.0,69.0,53.0,104.0,1.28409090909,1.27692307692,1.2,1.13114754098,1.15217391304,1.19540229885,88.0,65.0,50.0,61.0,46.0,87.0,69.0,482.0,113.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,88.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,88.0,46.0,79.0,18.0,9.0,1.21410579345,,,19,12,40,0,0
2016-09-19 10:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,13.0,14.0,9.0,18.0,18.0,65.0,50.0,61.0,46.0,87.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,83.0,60.0,69.0,53.0,104.0,80.0,1.27692307692,1.2,1.13114754098,1.15217391304,1.19540229885,1.21212121212,65.0,50.0,61.0,46.0,87.0,66.0,81.0,449.0,104.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,87.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,87.0,46.0,86.0,18.0,9.0,1.19733333333,,,19,13,0,0,0
2016-09-19 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,14.0,9.0,18.0,18.0,14.0,50.0,61.0,46.0,87.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60.0,69.0,53.0,104.0,80.0,81.0,1.2,1.13114754098,1.15217391304,1.19540229885,1.21212121212,1.17391304348,50.0,61.0,46.0,87.0,66.0,69.0,95.0,447.0,104.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,87.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,87.0,46.0,86.0,18.0,9.0,1.17941952507,,,19,13,20,0,0
2016-09-19 11:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,9.0,18.0,18.0,14.0,26.0,61.0,46.0,87.0,66.0,69.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,69.0,53.0,104.0,80.0,81.0,101.0,1.13114754098,1.15217391304,1.19540229885,1.21212121212,1.17391304348,1.24691358025,61.0,46.0,87.0,66.0,69.0,81.0,67.0,488.0,104.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,87.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,87.0,46.0,99.0,26.0,9.0,1.19024390244,,,19,13,40,0,0
2016-09-19 11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.0,18.0,18.0,14.0,26.0,29.0,46.0,87.0,66.0,69.0,81.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,53.0,104.0,80.0,81.0,101.0,129.0,1.15217391304,1.19540229885,1.21212121212,1.17391304348,1.24691358025,1.35789473684,46.0,87.0,66.0,69.0,81.0,95.0,66.0,548.0,129.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,95.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,95.0,46.0,114.0,29.0,9.0,1.23423423423,,,19,14,0,0,0
2016-09-19 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,18.0,14.0,26.0,29.0,20.0,87.0,66.0,69.0,81.0,95.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,104.0,80.0,81.0,101.0,129.0,88.0,1.19540229885,1.21212121212,1.17391304348,1.24691358025,1.35789473684,1.31343283582,87.0,66.0,69.0,81.0,95.0,67.0,62.0,583.0,129.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,95.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,95.0,66.0,125.0,29.0,14.0,1.25376344086,,,19,14,20,0,0
2016-09-19 12:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,14.0,26.0,29.0,20.0,12.0,66.0,69.0,81.0,95.0,67.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,80.0,81.0,101.0,129.0,88.0,81.0,1.21212121212,1.17391304348,1.24691358025,1.35789473684,1.31343283582,1.22727272727,66.0,69.0,81.0,95.0,67.0,66.0,79.0,560.0,129.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,95.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,95.0,66.0,119.0,29.0,12.0,1.26126126126,,,19,14,40,0,0
2016-09-19 12:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,26.0,29.0,20.0,12.0,16.0,69.0,81.0,95.0,67.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,81.0,101.0,129.0,88.0,81.0,73.0,1.17391304348,1.24691358025,1.35789473684,1.31343283582,1.22727272727,1.17741935484,69.0,81.0,95.0,67.0,66.0,62.0,77.0,553.0,129.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,95.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,95.0,62.0,117.0,29.0,12.0,1.25681818182,,,19,15,0,0,0
2016-09-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,26.0,29.0,20.0,12.0,16.0,21.0,81.0,95.0,67.0,66.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,101.0,129.0,88.0,81.0,73.0,92.0,1.24691358025,1.35789473684,1.31343283582,1.22727272727,1.17741935484,1.16455696203,81.0,95.0,67.0,66.0,62.0,79.0,67.0,564.0,129.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,95.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,95.0,62.0,124.0,29.0,12.0,1.25333333333,,,19,15,20,0,0
