,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,day,hour,is_eight,is_nine,is_eighteen,is_seventeen,minute,week,weekend
2016-09-19 03:20:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.35714285714,0.0,0.0,0.0,0.0,0.0,14.0,30.0,19.0,10.0,9.0,0.0,5.0,9.0,14.0,1.0,1.35714285714,2.0,1.0,19D,6H,0,0,0,0,0M,0W,1
2016-09-19 03:40:00,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,1.35714285714,1.33333333333,0.0,0.0,0.0,0.0,14.0,12.0,36.0,35.0,18.0,17.0,0.0,9.0,17.0,26.0,1.0,1.34615384615,2.0,1.0,19D,6H,0,0,0,0,20M,0W,1
2016-09-19 04:00:00,0.0,0.0,0.0,5.0,4.0,7.0,0.0,0.0,0.0,10.0,8.0,14.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,0.0,0.0,0.0,9.0,8.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,16.0,28.0,0.0,0.0,0.0,1.35714285714,1.33333333333,1.33333333333,0.0,0.0,0.0,14.0,12.0,21.0,37.0,63.0,32.0,31.0,0.0,16.0,31.0,47.0,6.0,1.34042553191,2.0,1.0,19D,6H,0,0,0,0,40M,0W,1
2016-09-19 04:20:00,0.0,0.0,5.0,4.0,7.0,8.0,0.0,0.0,10.0,8.0,14.0,16.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,22.0,0.0,0.0,9.0,8.0,14.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,19.0,16.0,28.0,38.0,0.0,0.0,1.35714285714,1.33333333333,1.33333333333,1.26666666667,0.0,0.0,14.0,12.0,21.0,30.0,84.0,101.0,48.0,53.0,0.0,24.0,53.0,77.0,11.0,1.31168831169,2.0,1.0,19D,7H,0,0,0,0,0M,0W,1
2016-09-19 04:40:00,0.0,5.0,4.0,7.0,8.0,10.0,0.0,10.0,8.0,14.0,16.0,20.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,22.0,26.0,0.0,9.0,8.0,14.0,22.0,26.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,16.0,28.0,38.0,46.0,0.0,1.35714285714,1.33333333333,1.33333333333,1.26666666667,1.27777777778,0.0,14.0,12.0,21.0,30.0,36.0,80.0,147.0,68.0,79.0,0.0,34.0,79.0,113.0,15.0,1.30088495575,2.0,1.0,19D,7H,0,0,0,0,20M,0W,1
2016-09-19 05:00:00,5.0,4.0,7.0,8.0,10.0,9.0,10.0,8.0,14.0,16.0,20.0,18.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,22.0,26.0,28.0,9.0,8.0,14.0,22.0,26.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,16.0,28.0,38.0,46.0,46.0,1.35714285714,1.33333333333,1.33333333333,1.26666666667,1.27777777778,1.24324324324,14.0,12.0,21.0,30.0,36.0,37.0,97.0,193.0,86.0,107.0,0.0,43.0,107.0,150.0,25.0,1.28666666667,2.0,1.0,19D,7H,0,0,0,0,40M,0W,1
2016-09-19 05:20:00,4.0,7.0,8.0,10.0,9.0,3.0,8.0,14.0,16.0,20.0,18.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,4.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,22.0,26.0,28.0,81.0,8.0,14.0,22.0,26.0,28.0,84.0,1.0,1.0,1.0,1.0,1.0,1.03703703704,16.0,28.0,38.0,46.0,46.0,90.0,1.33333333333,1.33333333333,1.26666666667,1.27777777778,1.24324324324,1.07142857143,12.0,21.0,30.0,36.0,37.0,84.0,129.0,264.0,82.0,182.0,0.0,41.0,179.0,220.0,58.0,1.2,2.0,1.01675977654,19D,8H,1,0,0,0,0M,0W,1
2016-09-19 05:40:00,7.0,8.0,10.0,9.0,3.0,7.0,14.0,16.0,20.0,18.0,6.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,10.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,26.0,28.0,81.0,73.0,14.0,22.0,26.0,28.0,84.0,73.0,1.0,1.0,1.0,1.0,1.03703703704,1.0,28.0,38.0,46.0,46.0,90.0,87.0,1.33333333333,1.26666666667,1.27777777778,1.24324324324,1.07142857143,1.0875,21.0,30.0,36.0,37.0,84.0,80.0,122.0,335.0,88.0,247.0,0.0,44.0,244.0,288.0,94.0,1.16319444444,2.0,1.01229508197,19D,8H,1,0,0,0,20M,0W,1
2016-09-19 06:00:00,8.0,10.0,9.0,3.0,7.0,4.0,16.0,20.0,18.0,6.0,14.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,10.0,34.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,28.0,81.0,73.0,93.0,22.0,26.0,28.0,84.0,73.0,93.0,1.0,1.0,1.0,1.03703703704,1.0,1.0,38.0,46.0,46.0,90.0,87.0,101.0,1.26666666667,1.27777777778,1.24324324324,1.07142857143,1.0875,1.0412371134,30.0,36.0,37.0,84.0,80.0,97.0,98.0,408.0,82.0,326.0,0.0,41.0,323.0,364.0,125.0,1.12087912088,2.0,1.0092879257,19D,8H,1,0,0,0,40M,0W,1
2016-09-19 06:20:00,10.0,9.0,3.0,7.0,4.0,5.0,20.0,18.0,6.0,14.0,8.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,10.0,34.0,36.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,81.0,73.0,93.0,124.0,26.0,28.0,84.0,73.0,93.0,124.0,1.0,1.0,1.03703703704,1.0,1.0,1.0,46.0,46.0,90.0,87.0,101.0,134.0,1.27777777778,1.24324324324,1.07142857143,1.0875,1.0412371134,1.03875968992,36.0,37.0,84.0,80.0,97.0,129.0,89.0,504.0,76.0,428.0,0.0,38.0,425.0,463.0,163.0,1.08855291577,2.0,1.00705882353,19D,9H,0,1,0,0,0M,0W,1
2016-09-19 06:40:00,9.0,3.0,7.0,4.0,5.0,9.0,18.0,6.0,14.0,8.0,10.0,19.0,2.0,2.0,2.0,2.0,2.0,2.11111111111,10.0,34.0,36.0,36.0,43.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.0,73.0,93.0,124.0,113.0,28.0,84.0,73.0,93.0,124.0,119.0,1.0,1.03703703704,1.0,1.0,1.0,1.05309734513,46.0,90.0,87.0,101.0,134.0,138.0,1.24324324324,1.07142857143,1.0875,1.0412371134,1.03875968992,1.13114754098,37.0,84.0,80.0,97.0,129.0,122.0,78.0,596.0,75.0,521.0,0.0,37.0,512.0,549.0,200.0,1.08561020036,2.02702702703,1.017578125,19D,9H,0,1,0,0,20M,0W,1
2016-09-19 07:00:00,3.0,7.0,4.0,5.0,9.0,7.0,6.0,14.0,8.0,10.0,19.0,14.0,2.0,2.0,2.0,2.0,2.11111111111,2.0,34.0,36.0,36.0,43.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,73.0,93.0,124.0,113.0,91.0,84.0,73.0,93.0,124.0,119.0,91.0,1.03703703704,1.0,1.0,1.0,1.05309734513,1.0,90.0,87.0,101.0,134.0,138.0,105.0,1.07142857143,1.0875,1.0412371134,1.03875968992,1.13114754098,1.07142857143,84.0,80.0,97.0,129.0,122.0,98.0,59.0,655.0,71.0,584.0,0.0,35.0,575.0,610.0,220.0,1.0737704918,2.02857142857,1.01565217391,19D,9H,0,1,0,0,40M,0W,1
2016-09-19 07:20:00,7.0,4.0,5.0,9.0,7.0,6.0,14.0,8.0,10.0,19.0,14.0,13.0,2.0,2.0,2.0,2.11111111111,2.0,2.16666666667,36.0,36.0,43.0,41.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,93.0,124.0,113.0,91.0,83.0,73.0,93.0,124.0,119.0,91.0,83.0,1.0,1.0,1.0,1.05309734513,1.0,1.0,87.0,101.0,134.0,138.0,105.0,96.0,1.0875,1.0412371134,1.03875968992,1.13114754098,1.07142857143,1.07865168539,80.0,97.0,129.0,122.0,98.0,89.0,71.0,661.0,78.0,583.0,0.0,38.0,577.0,615.0,201.0,1.07479674797,2.05263157895,1.01039861352,19D,10H,0,0,0,0,0M,0W,1
2016-09-19 07:40:00,4.0,5.0,9.0,7.0,6.0,4.0,8.0,10.0,19.0,14.0,13.0,8.0,2.0,2.0,2.11111111111,2.0,2.16666666667,2.0,36.0,43.0,41.0,30.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,124.0,113.0,91.0,83.0,74.0,93.0,124.0,119.0,91.0,83.0,74.0,1.0,1.0,1.05309734513,1.0,1.0,1.0,101.0,134.0,138.0,105.0,96.0,82.0,1.0412371134,1.03875968992,1.13114754098,1.07142857143,1.07865168539,1.05128205128,97.0,129.0,122.0,98.0,89.0,78.0,88.0,656.0,72.0,584.0,0.0,35.0,578.0,613.0,183.0,1.07014681892,2.05714285714,1.01038062284,19D,10H,0,0,0,0,20M,0W,1
2016-09-19 08:00:00,5.0,9.0,7.0,6.0,4.0,2.0,10.0,19.0,14.0,13.0,8.0,4.0,2.0,2.11111111111,2.0,2.16666666667,2.0,2.0,43.0,41.0,30.0,15.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,113.0,91.0,83.0,74.0,57.0,124.0,119.0,91.0,83.0,74.0,57.0,1.0,1.05309734513,1.0,1.0,1.0,1.0,134.0,138.0,105.0,96.0,82.0,61.0,1.03875968992,1.13114754098,1.07142857143,1.07865168539,1.05128205128,1.03389830508,129.0,122.0,98.0,89.0,78.0,59.0,65.0,616.0,68.0,548.0,0.0,33.0,542.0,575.0,159.0,1.07130434783,2.06060606061,1.0110701107,19D,10H,0,0,0,0,40M,0W,1
2016-09-19 08:20:00,9.0,7.0,6.0,4.0,2.0,2.0,19.0,14.0,13.0,8.0,4.0,4.0,2.11111111111,2.0,2.16666666667,2.0,2.0,2.0,41.0,30.0,15.0,18.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,91.0,83.0,74.0,57.0,69.0,119.0,91.0,83.0,74.0,57.0,69.0,1.05309734513,1.0,1.0,1.0,1.0,1.0,138.0,105.0,96.0,82.0,61.0,73.0,1.13114754098,1.07142857143,1.07865168539,1.05128205128,1.03389830508,1.02816901408,122.0,98.0,89.0,78.0,59.0,71.0,50.0,555.0,62.0,493.0,0.0,30.0,487.0,517.0,134.0,1.07350096712,2.06666666667,1.01232032854,19D,11H,0,0,0,0,0M,0W,1
2016-09-19 08:40:00,7.0,6.0,4.0,2.0,2.0,25.0,14.0,13.0,8.0,4.0,4.0,50.0,2.0,2.16666666667,2.0,2.0,2.0,2.0,30.0,15.0,18.0,12.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,83.0,74.0,57.0,69.0,63.0,91.0,83.0,74.0,57.0,69.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,105.0,96.0,82.0,61.0,73.0,113.0,1.07142857143,1.07865168539,1.05128205128,1.03389830508,1.02816901408,1.28409090909,98.0,89.0,78.0,59.0,71.0,88.0,61.0,530.0,93.0,437.0,0.0,46.0,437.0,483.0,104.0,1.09730848861,2.02173913043,1.0,19D,11H,0,0,0,0,20M,0W,1
2016-09-19 09:00:00,6.0,4.0,2.0,2.0,25.0,13.0,13.0,8.0,4.0,4.0,50.0,31.0,2.16666666667,2.0,2.0,2.0,2.0,2.38461538462,15.0,18.0,12.0,18.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,74.0,57.0,69.0,63.0,52.0,83.0,74.0,57.0,69.0,63.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,82.0,61.0,73.0,113.0,83.0,1.07865168539,1.05128205128,1.03389830508,1.02816901408,1.28409090909,1.27692307692,89.0,78.0,59.0,71.0,88.0,65.0,46.0,508.0,110.0,398.0,0.0,52.0,398.0,450.0,88.0,1.12888888889,2.11538461538,1.0,19D,11H,0,0,0,0,40M,0W,1
2016-09-19 09:20:00,4.0,2.0,2.0,25.0,13.0,10.0,8.0,4.0,4.0,50.0,31.0,20.0,2.0,2.0,2.0,2.0,2.38461538462,2.0,18.0,12.0,18.0,11.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,57.0,69.0,63.0,52.0,40.0,74.0,57.0,69.0,63.0,52.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,82.0,61.0,73.0,113.0,83.0,60.0,1.05128205128,1.03389830508,1.02816901408,1.28409090909,1.27692307692,1.2,78.0,59.0,71.0,88.0,65.0,50.0,87.0,472.0,117.0,355.0,0.0,56.0,355.0,411.0,86.0,1.14841849148,2.08928571429,1.0,19D,12H,0,0,0,0,0M,0W,1
2016-09-19 09:40:00,2.0,2.0,25.0,13.0,10.0,8.0,4.0,4.0,50.0,31.0,20.0,16.0,2.0,2.0,2.0,2.38461538462,2.0,2.0,12.0,18.0,11.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,63.0,52.0,40.0,53.0,57.0,69.0,63.0,52.0,40.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,73.0,113.0,83.0,60.0,69.0,1.03389830508,1.02816901408,1.28409090909,1.27692307692,1.2,1.13114754098,59.0,71.0,88.0,65.0,50.0,61.0,66.0,459.0,125.0,334.0,0.0,60.0,334.0,394.0,82.0,1.16497461929,2.08333333333,1.0,19D,12H,0,0,0,0,20M,0W,1
2016-09-19 10:00:00,2.0,25.0,13.0,10.0,8.0,7.0,4.0,50.0,31.0,20.0,16.0,14.0,2.0,2.0,2.38461538462,2.0,2.0,2.0,18.0,11.0,14.0,13.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,63.0,52.0,40.0,53.0,39.0,69.0,63.0,52.0,40.0,53.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,73.0,113.0,83.0,60.0,69.0,53.0,1.02816901408,1.28409090909,1.27692307692,1.2,1.13114754098,1.15217391304,71.0,88.0,65.0,50.0,61.0,46.0,69.0,451.0,135.0,316.0,0.0,65.0,316.0,381.0,79.0,1.18372703412,2.07692307692,1.0,19D,12H,0,0,0,0,40M,0W,1
2016-09-19 10:20:00,25.0,13.0,10.0,8.0,7.0,17.0,50.0,31.0,20.0,16.0,14.0,34.0,2.0,2.38461538462,2.0,2.0,2.0,2.0,11.0,14.0,13.0,14.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,52.0,40.0,53.0,39.0,70.0,63.0,52.0,40.0,53.0,39.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0,83.0,60.0,69.0,53.0,104.0,1.28409090909,1.27692307692,1.2,1.13114754098,1.15217391304,1.19540229885,88.0,65.0,50.0,61.0,46.0,87.0,81.0,482.0,165.0,317.0,0.0,80.0,317.0,397.0,79.0,1.21410579345,2.0625,1.0,19D,13H,0,0,0,0,0M,0W,1
2016-09-19 10:40:00,13.0,10.0,8.0,7.0,17.0,14.0,31.0,20.0,16.0,14.0,34.0,28.0,2.38461538462,2.0,2.0,2.0,2.0,2.0,14.0,13.0,14.0,9.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,53.0,39.0,70.0,52.0,52.0,40.0,53.0,39.0,70.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,60.0,69.0,53.0,104.0,80.0,1.27692307692,1.2,1.13114754098,1.15217391304,1.19540229885,1.21212121212,65.0,50.0,61.0,46.0,87.0,66.0,95.0,449.0,143.0,306.0,0.0,69.0,306.0,375.0,86.0,1.19733333333,2.07246376812,1.0,19D,13H,0,0,0,0,20M,0W,1
2016-09-19 11:00:00,10.0,8.0,7.0,17.0,14.0,12.0,20.0,16.0,14.0,34.0,28.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,14.0,9.0,18.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,53.0,39.0,70.0,52.0,57.0,40.0,53.0,39.0,70.0,52.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,69.0,53.0,104.0,80.0,81.0,1.2,1.13114754098,1.15217391304,1.19540229885,1.21212121212,1.17391304348,50.0,61.0,46.0,87.0,66.0,69.0,67.0,447.0,136.0,311.0,0.0,68.0,311.0,379.0,86.0,1.17941952507,2.0,1.0,19D,13H,0,0,0,0,40M,0W,1
