time,y,day,hour,is_eight,is_nine,is_eighteen,is_seventeen,minute,week,weekend
2016-09-19 14:00:00,55.0,19D,14H,0,0,0,0,0M,0W,1
2016-09-19 14:20:00,52.0,19D,14H,0,0,0,0,20M,0W,1
2016-09-19 14:40:00,52.0,19D,14H,0,0,0,0,40M,0W,1
2016-09-19 15:00:00,48.0,19D,15H,0,0,0,0,0M,0W,1
2016-09-19 15:20:00,57.0,19D,15H,0,0,0,0,20M,0W,1
2016-09-19 15:40:00,43.0,19D,15H,0,0,0,0,40M,0W,1
2016-09-19 16:00:00,42.0,19D,16H,0,0,0,0,0M,0W,1
2016-09-19 16:20:00,46.0,19D,16H,0,0,0,0,20M,0W,1
2016-09-19 16:40:00,55.0,19D,16H,0,0,0,0,40M,0W,1
2016-09-19 17:00:00,36.0,19D,17H,0,0,0,1,0M,0W,1
2016-09-19 17:20:00,34.0,19D,17H,0,0,0,1,20M,0W,1
2016-09-19 17:40:00,24.0,19D,17H,0,0,0,1,40M,0W,1
2016-09-19 18:00:00,29.0,19D,18H,0,0,1,0,0M,0W,1
2016-09-19 18:20:00,27.0,19D,18H,0,0,1,0,20M,0W,1
2016-09-19 18:40:00,18.0,19D,18H,0,0,1,0,40M,0W,1
2016-09-19 19:00:00,13.0,19D,19H,0,0,0,0,0M,0W,1
2016-09-19 19:20:00,22.0,19D,19H,0,0,0,0,20M,0W,1
2016-09-19 19:40:00,27.0,19D,19H,0,0,0,0,40M,0W,1
2016-09-19 20:00:00,17.0,19D,20H,0,0,0,0,0M,0W,1
2016-09-19 20:20:00,16.0,19D,20H,0,0,0,0,20M,0W,1
2016-09-19 20:40:00,17.0,19D,20H,0,0,0,0,40M,0W,1
2016-09-19 21:00:00,17.0,19D,21H,0,0,0,0,0M,0W,1
2016-09-19 21:20:00,22.0,19D,21H,0,0,0,0,20M,0W,1
2016-09-19 21:40:00,5.0,19D,21H,0,0,0,0,40M,0W,1
2016-09-19 22:00:00,4.0,19D,22H,0,0,0,0,0M,0W,1
2016-09-19 22:20:00,9.0,19D,22H,0,0,0,0,20M,0W,1
2016-09-19 22:40:00,3.0,19D,22H,0,0,0,0,40M,0W,1
2016-09-19 23:00:00,1.0,19D,23H,0,0,0,0,0M,0W,1
2016-09-19 23:20:00,7.0,19D,23H,0,0,0,0,20M,0W,1
2016-09-19 23:40:00,6.0,19D,23H,0,0,0,0,40M,0W,1
2016-09-20 00:00:00,14.0,20D,0H,0,0,0,0,0M,1W,1
2016-09-20 00:20:00,13.0,20D,0H,0,0,0,0,20M,1W,1
2016-09-20 00:40:00,7.0,20D,0H,0,0,0,0,40M,1W,1
2016-09-20 01:00:00,6.0,20D,1H,0,0,0,0,0M,1W,1
2016-09-20 01:20:00,5.0,20D,1H,0,0,0,0,20M,1W,1
2016-09-20 01:40:00,5.0,20D,1H,0,0,0,0,40M,1W,1
2016-09-20 02:00:00,6.0,20D,2H,0,0,0,0,0M,1W,1
2016-09-20 02:20:00,9.0,20D,2H,0,0,0,0,20M,1W,1
2016-09-20 02:40:00,7.0,20D,2H,0,0,0,0,40M,1W,1
2016-09-20 03:00:00,10.0,20D,3H,0,0,0,0,0M,1W,1
2016-09-20 03:20:00,8.0,20D,3H,0,0,0,0,20M,1W,1
2016-09-20 03:40:00,5.0,20D,3H,0,0,0,0,40M,1W,1
2016-09-20 04:00:00,11.0,20D,4H,0,0,0,0,0M,1W,1
2016-09-20 04:20:00,8.0,20D,4H,0,0,0,0,20M,1W,1
2016-09-20 04:40:00,15.0,20D,4H,0,0,0,0,40M,1W,1
2016-09-20 05:00:00,9.0,20D,5H,0,0,0,0,0M,1W,1
2016-09-20 05:20:00,4.0,20D,5H,0,0,0,0,20M,1W,1
2016-09-20 05:40:00,10.0,20D,5H,0,0,0,0,40M,1W,1
2016-09-20 06:00:00,13.0,20D,6H,0,0,0,0,0M,1W,1
2016-09-20 06:20:00,20.0,20D,6H,0,0,0,0,20M,1W,1
2016-09-20 06:40:00,29.0,20D,6H,0,0,0,0,40M,1W,1
2016-09-20 07:00:00,38.0,20D,7H,0,0,0,0,0M,1W,1
2016-09-20 07:20:00,30.0,20D,7H,0,0,0,0,20M,1W,1
2016-09-20 07:40:00,31.0,20D,7H,0,0,0,0,40M,1W,1
2016-09-20 08:00:00,53.0,20D,8H,1,0,0,0,0M,1W,1
2016-09-20 08:20:00,50.0,20D,8H,1,0,0,0,20M,1W,1
2016-09-20 08:40:00,45.0,20D,8H,1,0,0,0,40M,1W,1
2016-09-20 09:00:00,51.0,20D,9H,0,1,0,0,0M,1W,1
2016-09-20 09:20:00,68.0,20D,9H,0,1,0,0,20M,1W,1
2016-09-20 09:40:00,59.0,20D,9H,0,1,0,0,40M,1W,1
2016-09-20 10:00:00,56.0,20D,10H,0,0,0,0,0M,1W,1
2016-09-20 10:20:00,60.0,20D,10H,0,0,0,0,20M,1W,1
2016-09-20 10:40:00,63.0,20D,10H,0,0,0,0,40M,1W,1
2016-09-20 11:00:00,57.0,20D,11H,0,0,0,0,0M,1W,1
2016-09-20 11:20:00,64.0,20D,11H,0,0,0,0,20M,1W,1
2016-09-20 11:40:00,50.0,20D,11H,0,0,0,0,40M,1W,1
2016-09-20 12:00:00,53.0,20D,12H,0,0,0,0,0M,1W,1
2016-09-20 12:20:00,62.0,20D,12H,0,0,0,0,20M,1W,1
2016-09-20 12:40:00,75.0,20D,12H,0,0,0,0,40M,1W,1
2016-09-20 13:00:00,98.0,20D,13H,0,0,0,0,0M,1W,1
2016-09-20 13:20:00,82.0,20D,13H,0,0,0,0,20M,1W,1
2016-09-20 13:40:00,84.0,20D,13H,0,0,0,0,40M,1W,1
2016-09-20 14:00:00,81.0,20D,14H,0,0,0,0,0M,1W,1
2016-09-20 14:20:00,90.0,20D,14H,0,0,0,0,20M,1W,1
2016-09-20 14:40:00,67.0,20D,14H,0,0,0,0,40M,1W,1
2016-09-20 15:00:00,71.0,20D,15H,0,0,0,0,0M,1W,1
2016-09-20 15:20:00,64.0,20D,15H,0,0,0,0,20M,1W,1
2016-09-20 15:40:00,73.0,20D,15H,0,0,0,0,40M,1W,1
2016-09-20 16:00:00,48.0,20D,16H,0,0,0,0,0M,1W,1
2016-09-20 16:20:00,57.0,20D,16H,0,0,0,0,20M,1W,1
2016-09-20 16:40:00,48.0,20D,16H,0,0,0,0,40M,1W,1
2016-09-20 17:00:00,38.0,20D,17H,0,0,0,1,0M,1W,1
2016-09-20 17:20:00,42.0,20D,17H,0,0,0,1,20M,1W,1
2016-09-20 17:40:00,38.0,20D,17H,0,0,0,1,40M,1W,1
2016-09-20 18:00:00,26.0,20D,18H,0,0,1,0,0M,1W,1
2016-09-20 18:20:00,29.0,20D,18H,0,0,1,0,20M,1W,1
2016-09-20 18:40:00,20.0,20D,18H,0,0,1,0,40M,1W,1
2016-09-20 19:00:00,17.0,20D,19H,0,0,0,0,0M,1W,1
2016-09-20 19:20:00,29.0,20D,19H,0,0,0,0,20M,1W,1
2016-09-20 19:40:00,21.0,20D,19H,0,0,0,0,40M,1W,1
2016-09-20 20:00:00,12.0,20D,20H,0,0,0,0,0M,1W,1
2016-09-20 20:20:00,16.0,20D,20H,0,0,0,0,20M,1W,1
2016-09-20 20:40:00,16.0,20D,20H,0,0,0,0,40M,1W,1
2016-09-20 21:00:00,17.0,20D,21H,0,0,0,0,0M,1W,1
2016-09-20 21:20:00,29.0,20D,21H,0,0,0,0,20M,1W,1
2016-09-20 21:40:00,37.0,20D,21H,0,0,0,0,40M,1W,1
2016-09-20 22:00:00,30.0,20D,22H,0,0,0,0,0M,1W,1
2016-09-20 22:20:00,17.0,20D,22H,0,0,0,0,20M,1W,1
2016-09-20 22:40:00,19.0,20D,22H,0,0,0,0,40M,1W,1
2016-09-20 23:00:00,20.0,20D,23H,0,0,0,0,0M,1W,1
2016-09-20 23:20:00,7.0,20D,23H,0,0,0,0,20M,1W,1
2016-09-20 23:40:00,11.0,20D,23H,0,0,0,0,40M,1W,1
2016-09-21 00:00:00,12.0,21D,0H,0,0,0,0,0M,2W,1
2016-09-21 00:20:00,6.0,21D,0H,0,0,0,0,20M,2W,1
2016-09-21 00:40:00,7.0,21D,0H,0,0,0,0,40M,2W,1
2016-09-21 01:00:00,7.0,21D,1H,0,0,0,0,0M,2W,1
2016-09-21 01:20:00,4.0,21D,1H,0,0,0,0,20M,2W,1
2016-09-21 01:40:00,6.0,21D,1H,0,0,0,0,40M,2W,1
2016-09-21 02:00:00,6.0,21D,2H,0,0,0,0,0M,2W,1
2016-09-21 02:20:00,10.0,21D,2H,0,0,0,0,20M,2W,1
2016-09-21 02:40:00,6.0,21D,2H,0,0,0,0,40M,2W,1
2016-09-21 03:00:00,5.0,21D,3H,0,0,0,0,0M,2W,1
2016-09-21 03:20:00,6.0,21D,3H,0,0,0,0,20M,2W,1
2016-09-21 03:40:00,10.0,21D,3H,0,0,0,0,40M,2W,1
2016-09-21 04:00:00,16.0,21D,4H,0,0,0,0,0M,2W,1
2016-09-21 04:20:00,14.0,21D,4H,0,0,0,0,20M,2W,1
2016-09-21 04:40:00,11.0,21D,4H,0,0,0,0,40M,2W,1
2016-09-21 05:00:00,10.0,21D,5H,0,0,0,0,0M,2W,1
2016-09-21 05:20:00,14.0,21D,5H,0,0,0,0,20M,2W,1
2016-09-21 05:40:00,28.0,21D,5H,0,0,0,0,40M,2W,1
2016-09-21 06:00:00,36.0,21D,6H,0,0,0,0,0M,2W,1
2016-09-21 06:20:00,41.0,21D,6H,0,0,0,0,20M,2W,1
2016-09-21 06:40:00,75.0,21D,6H,0,0,0,0,40M,2W,1
2016-09-21 07:00:00,78.0,21D,7H,0,0,0,0,0M,2W,1
2016-09-21 07:20:00,84.0,21D,7H,0,0,0,0,20M,2W,1
2016-09-21 07:40:00,95.0,21D,7H,0,0,0,0,40M,2W,1
2016-09-21 08:00:00,122.0,21D,8H,1,0,0,0,0M,2W,1
2016-09-21 08:20:00,126.0,21D,8H,1,0,0,0,20M,2W,1
2016-09-21 08:40:00,77.0,21D,8H,1,0,0,0,40M,2W,1
2016-09-21 09:00:00,49.0,21D,9H,0,1,0,0,0M,2W,1
2016-09-21 09:20:00,55.0,21D,9H,0,1,0,0,20M,2W,1
2016-09-21 09:40:00,53.0,21D,9H,0,1,0,0,40M,2W,1
2016-09-21 10:00:00,36.0,21D,10H,0,0,0,0,0M,2W,1
2016-09-21 10:20:00,57.0,21D,10H,0,0,0,0,20M,2W,1
2016-09-21 10:40:00,37.0,21D,10H,0,0,0,0,40M,2W,1
2016-09-21 11:00:00,32.0,21D,11H,0,0,0,0,0M,2W,1
2016-09-21 11:20:00,27.0,21D,11H,0,0,0,0,20M,2W,1
2016-09-21 11:40:00,32.0,21D,11H,0,0,0,0,40M,2W,1
2016-09-21 12:00:00,45.0,21D,12H,0,0,0,0,0M,2W,1
2016-09-21 12:20:00,42.0,21D,12H,0,0,0,0,20M,2W,1
2016-09-21 12:40:00,38.0,21D,12H,0,0,0,0,40M,2W,1
2016-09-21 13:00:00,44.0,21D,13H,0,0,0,0,0M,2W,1
2016-09-21 13:20:00,41.0,21D,13H,0,0,0,0,20M,2W,1
2016-09-21 13:40:00,51.0,21D,13H,0,0,0,0,40M,2W,1
2016-09-21 14:00:00,53.0,21D,14H,0,0,0,0,0M,2W,1
2016-09-21 14:20:00,43.0,21D,14H,0,0,0,0,20M,2W,1
2016-09-21 14:40:00,54.0,21D,14H,0,0,0,0,40M,2W,1
2016-09-21 15:00:00,48.0,21D,15H,0,0,0,0,0M,2W,1
2016-09-21 15:20:00,46.0,21D,15H,0,0,0,0,20M,2W,1
2016-09-21 15:40:00,49.0,21D,15H,0,0,0,0,40M,2W,1
2016-09-21 16:00:00,46.0,21D,16H,0,0,0,0,0M,2W,1
2016-09-21 16:20:00,45.0,21D,16H,0,0,0,0,20M,2W,1
2016-09-21 16:40:00,46.0,21D,16H,0,0,0,0,40M,2W,1
2016-09-21 17:00:00,47.0,21D,17H,0,0,0,1,0M,2W,1
2016-09-21 17:20:00,35.0,21D,17H,0,0,0,1,20M,2W,1
2016-09-21 17:40:00,20.0,21D,17H,0,0,0,1,40M,2W,1
2016-09-21 18:00:00,20.0,21D,18H,0,0,1,0,0M,2W,1
2016-09-21 18:20:00,20.0,21D,18H,0,0,1,0,20M,2W,1
2016-09-21 18:40:00,24.0,21D,18H,0,0,1,0,40M,2W,1
2016-09-21 19:00:00,19.0,21D,19H,0,0,0,0,0M,2W,1
2016-09-21 19:20:00,19.0,21D,19H,0,0,0,0,20M,2W,1
2016-09-21 19:40:00,25.0,21D,19H,0,0,0,0,40M,2W,1
2016-09-21 20:00:00,20.0,21D,20H,0,0,0,0,0M,2W,1
2016-09-21 20:20:00,15.0,21D,20H,0,0,0,0,20M,2W,1
2016-09-21 20:40:00,30.0,21D,20H,0,0,0,0,40M,2W,1
2016-09-21 21:00:00,13.0,21D,21H,0,0,0,0,0M,2W,1
2016-09-21 21:20:00,18.0,21D,21H,0,0,0,0,20M,2W,1
2016-09-21 21:40:00,11.0,21D,21H,0,0,0,0,40M,2W,1
2016-09-21 22:00:00,11.0,21D,22H,0,0,0,0,0M,2W,1
2016-09-21 22:20:00,8.0,21D,22H,0,0,0,0,20M,2W,1
2016-09-21 22:40:00,7.0,21D,22H,0,0,0,0,40M,2W,1
2016-09-21 23:00:00,19.0,21D,23H,0,0,0,0,0M,2W,1
2016-09-21 23:20:00,13.0,21D,23H,0,0,0,0,20M,2W,1
2016-09-21 23:40:00,16.0,21D,23H,0,0,0,0,40M,2W,1
2016-09-22 00:00:00,17.0,22D,0H,0,0,0,0,0M,3W,1
2016-09-22 00:20:00,5.0,22D,0H,0,0,0,0,20M,3W,1
2016-09-22 00:40:00,16.0,22D,0H,0,0,0,0,40M,3W,1
2016-09-22 01:00:00,6.0,22D,1H,0,0,0,0,0M,3W,1
2016-09-22 01:20:00,9.0,22D,1H,0,0,0,0,20M,3W,1
2016-09-22 01:40:00,12.0,22D,1H,0,0,0,0,40M,3W,1
2016-09-22 02:00:00,4.0,22D,2H,0,0,0,0,0M,3W,1
2016-09-22 02:20:00,8.0,22D,2H,0,0,0,0,20M,3W,1
2016-09-22 02:40:00,10.0,22D,2H,0,0,0,0,40M,3W,1
2016-09-22 03:00:00,7.0,22D,3H,0,0,0,0,0M,3W,1
2016-09-22 03:20:00,8.0,22D,3H,0,0,0,0,20M,3W,1
2016-09-22 03:40:00,6.0,22D,3H,0,0,0,0,40M,3W,1
2016-09-22 04:00:00,4.0,22D,4H,0,0,0,0,0M,3W,1
2016-09-22 04:20:00,10.0,22D,4H,0,0,0,0,20M,3W,1
2016-09-22 04:40:00,11.0,22D,4H,0,0,0,0,40M,3W,1
2016-09-22 05:00:00,5.0,22D,5H,0,0,0,0,0M,3W,1
2016-09-22 05:20:00,2.0,22D,5H,0,0,0,0,20M,3W,1
2016-09-22 05:40:00,3.0,22D,5H,0,0,0,0,40M,3W,1
2016-09-22 06:00:00,6.0,22D,6H,0,0,0,0,0M,3W,1
2016-09-22 06:20:00,10.0,22D,6H,0,0,0,0,20M,3W,1
2016-09-22 06:40:00,36.0,22D,6H,0,0,0,0,40M,3W,1
2016-09-22 07:00:00,28.0,22D,7H,0,0,0,0,0M,3W,1
2016-09-22 07:20:00,40.0,22D,7H,0,0,0,0,20M,3W,1
2016-09-22 07:40:00,34.0,22D,7H,0,0,0,0,40M,3W,1
2016-09-22 08:00:00,50.0,22D,8H,1,0,0,0,0M,3W,1
2016-09-22 08:20:00,58.0,22D,8H,1,0,0,0,20M,3W,1
2016-09-22 08:40:00,51.0,22D,8H,1,0,0,0,40M,3W,1
2016-09-22 09:00:00,43.0,22D,9H,0,1,0,0,0M,3W,1
2016-09-22 09:20:00,52.0,22D,9H,0,1,0,0,20M,3W,1
2016-09-22 09:40:00,59.0,22D,9H,0,1,0,0,40M,3W,1
2016-09-22 10:00:00,47.0,22D,10H,0,0,0,0,0M,3W,1
2016-09-22 10:20:00,49.0,22D,10H,0,0,0,0,20M,3W,1
2016-09-22 10:40:00,43.0,22D,10H,0,0,0,0,40M,3W,1
2016-09-22 11:00:00,27.0,22D,11H,0,0,0,0,0M,3W,1
2016-09-22 11:20:00,35.0,22D,11H,0,0,0,0,20M,3W,1
2016-09-22 11:40:00,49.0,22D,11H,0,0,0,0,40M,3W,1
2016-09-22 12:00:00,34.0,22D,12H,0,0,0,0,0M,3W,1
2016-09-22 12:20:00,43.0,22D,12H,0,0,0,0,20M,3W,1
2016-09-22 12:40:00,41.0,22D,12H,0,0,0,0,40M,3W,1
2016-09-22 13:00:00,46.0,22D,13H,0,0,0,0,0M,3W,1
2016-09-22 13:20:00,64.0,22D,13H,0,0,0,0,20M,3W,1
2016-09-22 13:40:00,41.0,22D,13H,0,0,0,0,40M,3W,1
2016-09-22 14:00:00,58.0,22D,14H,0,0,0,0,0M,3W,1
2016-09-22 14:20:00,41.0,22D,14H,0,0,0,0,20M,3W,1
2016-09-22 14:40:00,33.0,22D,14H,0,0,0,0,40M,3W,1
2016-09-22 15:00:00,61.0,22D,15H,0,0,0,0,0M,3W,1
2016-09-22 15:20:00,48.0,22D,15H,0,0,0,0,20M,3W,1
2016-09-22 15:40:00,57.0,22D,15H,0,0,0,0,40M,3W,1
2016-09-22 16:00:00,58.0,22D,16H,0,0,0,0,0M,3W,1
2016-09-22 16:20:00,52.0,22D,16H,0,0,0,0,20M,3W,1
2016-09-22 16:40:00,42.0,22D,16H,0,0,0,0,40M,3W,1
2016-09-22 17:00:00,29.0,22D,17H,0,0,0,1,0M,3W,1
2016-09-22 17:20:00,36.0,22D,17H,0,0,0,1,20M,3W,1
2016-09-22 17:40:00,33.0,22D,17H,0,0,0,1,40M,3W,1
2016-09-22 18:00:00,26.0,22D,18H,0,0,1,0,0M,3W,1
2016-09-22 18:20:00,21.0,22D,18H,0,0,1,0,20M,3W,1
2016-09-22 18:40:00,24.0,22D,18H,0,0,1,0,40M,3W,1
2016-09-22 19:00:00,30.0,22D,19H,0,0,0,0,0M,3W,1
2016-09-22 19:20:00,18.0,22D,19H,0,0,0,0,20M,3W,1
2016-09-22 19:40:00,33.0,22D,19H,0,0,0,0,40M,3W,1
2016-09-22 20:00:00,24.0,22D,20H,0,0,0,0,0M,3W,1
2016-09-22 20:20:00,18.0,22D,20H,0,0,0,0,20M,3W,1
2016-09-22 20:40:00,18.0,22D,20H,0,0,0,0,40M,3W,1
2016-09-22 21:00:00,17.0,22D,21H,0,0,0,0,0M,3W,1
2016-09-22 21:20:00,18.0,22D,21H,0,0,0,0,20M,3W,1
2016-09-22 21:40:00,20.0,22D,21H,0,0,0,0,40M,3W,1
2016-09-22 22:00:00,9.0,22D,22H,0,0,0,0,0M,3W,1
2016-09-22 22:20:00,7.0,22D,22H,0,0,0,0,20M,3W,1
2016-09-22 22:40:00,7.0,22D,22H,0,0,0,0,40M,3W,1
2016-09-22 23:00:00,2.0,22D,23H,0,0,0,0,0M,3W,1
2016-09-22 23:20:00,6.0,22D,23H,0,0,0,0,20M,3W,1
2016-09-22 23:40:00,5.0,22D,23H,0,0,0,0,40M,3W,1
2016-09-23 00:00:00,10.0,23D,0H,0,0,0,0,0M,4W,1
2016-09-23 00:20:00,11.0,23D,0H,0,0,0,0,20M,4W,1
2016-09-23 00:40:00,8.0,23D,0H,0,0,0,0,40M,4W,1
2016-09-23 01:00:00,9.0,23D,1H,0,0,0,0,0M,4W,1
2016-09-23 01:20:00,5.0,23D,1H,0,0,0,0,20M,4W,1
2016-09-23 01:40:00,7.0,23D,1H,0,0,0,0,40M,4W,1
2016-09-23 02:00:00,4.0,23D,2H,0,0,0,0,0M,4W,1
2016-09-23 02:20:00,5.0,23D,2H,0,0,0,0,20M,4W,1
2016-09-23 02:40:00,9.0,23D,2H,0,0,0,0,40M,4W,1
2016-09-23 03:00:00,8.0,23D,3H,0,0,0,0,0M,4W,1
2016-09-23 03:20:00,13.0,23D,3H,0,0,0,0,20M,4W,1
2016-09-23 03:40:00,10.0,23D,3H,0,0,0,0,40M,4W,1
2016-09-23 04:00:00,7.0,23D,4H,0,0,0,0,0M,4W,1
2016-09-23 04:20:00,11.0,23D,4H,0,0,0,0,20M,4W,1
2016-09-23 04:40:00,15.0,23D,4H,0,0,0,0,40M,4W,1
2016-09-23 05:00:00,6.0,23D,5H,0,0,0,0,0M,4W,1
2016-09-23 05:20:00,5.0,23D,5H,0,0,0,0,20M,4W,1
2016-09-23 05:40:00,7.0,23D,5H,0,0,0,0,40M,4W,1
2016-09-23 06:00:00,12.0,23D,6H,0,0,0,0,0M,4W,1
2016-09-23 06:20:00,17.0,23D,6H,0,0,0,0,20M,4W,1
2016-09-23 06:40:00,32.0,23D,6H,0,0,0,0,40M,4W,1
2016-09-23 07:00:00,28.0,23D,7H,0,0,0,0,0M,4W,1
2016-09-23 07:20:00,41.0,23D,7H,0,0,0,0,20M,4W,1
2016-09-23 07:40:00,42.0,23D,7H,0,0,0,0,40M,4W,1
2016-09-23 08:00:00,49.0,23D,8H,1,0,0,0,0M,4W,1
2016-09-23 08:20:00,68.0,23D,8H,1,0,0,0,20M,4W,1
2016-09-23 08:40:00,50.0,23D,8H,1,0,0,0,40M,4W,1
2016-09-23 09:00:00,41.0,23D,9H,0,1,0,0,0M,4W,1
2016-09-23 09:20:00,52.0,23D,9H,0,1,0,0,20M,4W,1
2016-09-23 09:40:00,44.0,23D,9H,0,1,0,0,40M,4W,1
2016-09-23 10:00:00,58.0,23D,10H,0,0,0,0,0M,4W,1
2016-09-23 10:20:00,53.0,23D,10H,0,0,0,0,20M,4W,1
2016-09-23 10:40:00,56.0,23D,10H,0,0,0,0,40M,4W,1
2016-09-23 11:00:00,56.0,23D,11H,0,0,0,0,0M,4W,1
2016-09-23 11:20:00,45.0,23D,11H,0,0,0,0,20M,4W,1
2016-09-23 11:40:00,41.0,23D,11H,0,0,0,0,40M,4W,1
2016-09-23 12:00:00,56.0,23D,12H,0,0,0,0,0M,4W,1
2016-09-23 12:20:00,51.0,23D,12H,0,0,0,0,20M,4W,1
2016-09-23 12:40:00,61.0,23D,12H,0,0,0,0,40M,4W,1
2016-09-23 13:00:00,57.0,23D,13H,0,0,0,0,0M,4W,1
2016-09-23 13:20:00,67.0,23D,13H,0,0,0,0,20M,4W,1
2016-09-23 13:40:00,45.0,23D,13H,0,0,0,0,40M,4W,1
2016-09-23 14:00:00,58.0,23D,14H,0,0,0,0,0M,4W,1
2016-09-23 14:20:00,53.0,23D,14H,0,0,0,0,20M,4W,1
2016-09-23 14:40:00,59.0,23D,14H,0,0,0,0,40M,4W,1
2016-09-23 15:00:00,47.0,23D,15H,0,0,0,0,0M,4W,1
2016-09-23 15:20:00,66.0,23D,15H,0,0,0,0,20M,4W,1
2016-09-23 15:40:00,78.0,23D,15H,0,0,0,0,40M,4W,1
2016-09-23 16:00:00,76.0,23D,16H,0,0,0,0,0M,4W,1
2016-09-23 16:20:00,86.0,23D,16H,0,0,0,0,20M,4W,1
2016-09-23 16:40:00,44.0,23D,16H,0,0,0,0,40M,4W,1
2016-09-23 17:00:00,45.0,23D,17H,0,0,0,1,0M,4W,1
2016-09-23 17:20:00,38.0,23D,17H,0,0,0,1,20M,4W,1
2016-09-23 17:40:00,46.0,23D,17H,0,0,0,1,40M,4W,1
2016-09-23 18:00:00,40.0,23D,18H,0,0,1,0,0M,4W,1
2016-09-23 18:20:00,45.0,23D,18H,0,0,1,0,20M,4W,1
2016-09-23 18:40:00,32.0,23D,18H,0,0,1,0,40M,4W,1
2016-09-23 19:00:00,29.0,23D,19H,0,0,0,0,0M,4W,1
2016-09-23 19:20:00,23.0,23D,19H,0,0,0,0,20M,4W,1
2016-09-23 19:40:00,32.0,23D,19H,0,0,0,0,40M,4W,1
2016-09-23 20:00:00,27.0,23D,20H,0,0,0,0,0M,4W,1
2016-09-23 20:20:00,25.0,23D,20H,0,0,0,0,20M,4W,1
2016-09-23 20:40:00,28.0,23D,20H,0,0,0,0,40M,4W,1
2016-09-23 21:00:00,15.0,23D,21H,0,0,0,0,0M,4W,1
2016-09-23 21:20:00,25.0,23D,21H,0,0,0,0,20M,4W,1
2016-09-23 21:40:00,21.0,23D,21H,0,0,0,0,40M,4W,1
2016-09-23 22:00:00,21.0,23D,22H,0,0,0,0,0M,4W,1
2016-09-23 22:20:00,9.0,23D,22H,0,0,0,0,20M,4W,1
