,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,hour,minute,week,weekend
2016-09-19 03:20:00,1.0,1.0,2.0,3.0,1.0,5.0,2.0,5.0,6.0,8.0,5.0,10.0,2.0,5.0,3.0,2.66666666667,5.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,5.0,9.0,4.0,9.0,8.0,9.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,13.0,15.0,13.0,14.0,14.0,1.1,1.44444444444,1.36363636364,1.625,1.4,1.55555555556,10.0,9.0,11.0,8.0,10.0,9.0,39.0,80.0,36.0,44.0,0.0,13.0,44.0,57.0,4.0,1.40350877193,2.76923076923,1.0,6H,0M,0W,1
2016-09-19 03:40:00,1.0,2.0,3.0,1.0,5.0,7.0,5.0,6.0,8.0,5.0,10.0,14.0,5.0,3.0,2.66666666667,5.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,5.0,9.0,4.0,7.0,8.0,9.0,5.0,9.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,15.0,13.0,14.0,14.0,21.0,1.44444444444,1.36363636364,1.625,1.4,1.55555555556,1.5,9.0,11.0,8.0,10.0,9.0,14.0,58.0,90.0,48.0,42.0,0.0,19.0,42.0,61.0,5.0,1.47540983607,2.52631578947,1.0,6H,20M,0W,1
2016-09-19 04:00:00,2.0,3.0,1.0,5.0,7.0,9.0,6.0,8.0,5.0,10.0,14.0,18.0,3.0,2.66666666667,5.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,4.0,7.0,18.0,9.0,5.0,9.0,4.0,7.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,13.0,14.0,14.0,21.0,36.0,1.36363636364,1.625,1.4,1.55555555556,1.5,1.33333333333,11.0,8.0,10.0,9.0,14.0,27.0,71.0,113.0,61.0,52.0,0.0,27.0,52.0,79.0,8.0,1.43037974684,2.25925925926,1.0,6H,40M,0W,1
2016-09-19 04:20:00,3.0,1.0,5.0,7.0,9.0,13.0,8.0,5.0,10.0,14.0,18.0,26.0,2.66666666667,5.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.0,18.0,26.0,5.0,9.0,4.0,7.0,18.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,14.0,14.0,21.0,36.0,52.0,1.625,1.4,1.55555555556,1.5,1.33333333333,1.33333333333,8.0,10.0,9.0,14.0,27.0,39.0,127.0,150.0,81.0,69.0,0.0,38.0,69.0,107.0,13.0,1.40186915888,2.13157894737,1.0,7H,0M,0W,1
2016-09-19 04:40:00,1.0,5.0,7.0,9.0,13.0,15.0,5.0,10.0,14.0,18.0,26.0,30.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,7.0,18.0,26.0,42.0,9.0,4.0,7.0,18.0,26.0,48.0,1.0,1.0,1.0,1.0,1.0,1.14285714286,14.0,14.0,21.0,36.0,52.0,78.0,1.4,1.55555555556,1.5,1.33333333333,1.33333333333,1.34482758621,10.0,9.0,14.0,27.0,39.0,58.0,123.0,215.0,103.0,112.0,1.0,50.0,106.0,157.0,30.0,1.36942675159,2.06,1.05660377358,7H,20M,0W,1
2016-09-19 05:00:00,5.0,7.0,9.0,13.0,15.0,9.0,10.0,14.0,18.0,26.0,30.0,19.0,2.0,2.0,2.0,2.0,2.0,2.11111111111,2.0,1.0,3.0,6.0,17.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,18.0,26.0,42.0,62.0,4.0,7.0,18.0,26.0,48.0,68.0,1.0,1.0,1.0,1.0,1.14285714286,1.09677419355,14.0,21.0,36.0,52.0,78.0,87.0,1.55555555556,1.5,1.33333333333,1.33333333333,1.34482758621,1.22535211268,9.0,14.0,27.0,39.0,58.0,71.0,153.0,288.0,117.0,171.0,1.0,58.0,159.0,218.0,54.0,1.32110091743,2.01724137931,1.07547169811,7H,40M,0W,1
2016-09-19 05:20:00,7.0,9.0,13.0,15.0,9.0,22.0,14.0,18.0,26.0,30.0,19.0,46.0,2.0,2.0,2.0,2.0,2.11111111111,2.09090909091,1.0,3.0,6.0,17.0,25.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,18.0,26.0,42.0,62.0,105.0,7.0,18.0,26.0,48.0,68.0,117.0,1.0,1.0,1.0,1.14285714286,1.09677419355,1.11428571429,21.0,36.0,52.0,78.0,87.0,163.0,1.5,1.33333333333,1.33333333333,1.34482758621,1.22535211268,1.28346456693,14.0,27.0,39.0,58.0,71.0,127.0,161.0,437.0,153.0,284.0,1.0,75.0,260.0,336.0,99.0,1.3005952381,2.04,1.09230769231,8H,0M,0W,1
2016-09-19 05:40:00,9.0,13.0,15.0,9.0,22.0,9.0,18.0,26.0,30.0,19.0,46.0,19.0,2.0,2.0,2.0,2.11111111111,2.09090909091,2.11111111111,3.0,6.0,17.0,25.0,47.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,26.0,42.0,62.0,105.0,114.0,18.0,26.0,48.0,68.0,117.0,120.0,1.0,1.0,1.14285714286,1.09677419355,1.11428571429,1.05263157895,36.0,52.0,78.0,87.0,163.0,139.0,1.33333333333,1.33333333333,1.34482758621,1.22535211268,1.28346456693,1.13008130081,27.0,39.0,58.0,71.0,127.0,123.0,167.0,555.0,158.0,397.0,1.0,77.0,367.0,445.0,141.0,1.24719101124,2.05194805195,1.08174386921,8H,20M,0W,1
2016-09-19 06:00:00,13.0,15.0,9.0,22.0,9.0,12.0,26.0,30.0,19.0,46.0,19.0,24.0,2.0,2.0,2.11111111111,2.09090909091,2.11111111111,2.0,6.0,17.0,25.0,47.0,43.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,42.0,62.0,105.0,114.0,141.0,26.0,48.0,68.0,117.0,120.0,147.0,1.0,1.14285714286,1.09677419355,1.11428571429,1.05263157895,1.04255319149,52.0,78.0,87.0,163.0,139.0,171.0,1.33333333333,1.34482758621,1.22535211268,1.28346456693,1.13008130081,1.11764705882,39.0,58.0,71.0,127.0,123.0,153.0,138.0,690.0,164.0,526.0,1.0,80.0,490.0,571.0,195.0,1.20840630473,2.05,1.07346938776,8H,40M,0W,1
2016-09-19 06:20:00,15.0,9.0,22.0,9.0,12.0,17.0,30.0,19.0,46.0,19.0,24.0,34.0,2.0,2.11111111111,2.09090909091,2.11111111111,2.0,2.0,17.0,25.0,47.0,43.0,57.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,62.0,105.0,114.0,141.0,144.0,48.0,68.0,117.0,120.0,147.0,147.0,1.14285714286,1.09677419355,1.11428571429,1.05263157895,1.04255319149,1.02083333333,78.0,87.0,163.0,139.0,171.0,181.0,1.34482758621,1.22535211268,1.28346456693,1.13008130081,1.11764705882,1.12422360248,58.0,71.0,127.0,123.0,153.0,161.0,174.0,819.0,172.0,647.0,1.0,84.0,608.0,693.0,246.0,1.18181818182,2.04761904762,1.06414473684,9H,0M,0W,1
2016-09-19 06:40:00,9.0,22.0,9.0,12.0,17.0,21.0,19.0,46.0,19.0,24.0,34.0,42.0,2.11111111111,2.09090909091,2.11111111111,2.0,2.0,2.0,25.0,47.0,43.0,57.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,114.0,141.0,144.0,146.0,68.0,117.0,120.0,147.0,147.0,146.0,1.09677419355,1.11428571429,1.05263157895,1.04255319149,1.02083333333,1.0,87.0,163.0,139.0,171.0,181.0,188.0,1.22535211268,1.28346456693,1.13008130081,1.11764705882,1.12422360248,1.12574850299,71.0,127.0,123.0,153.0,161.0,167.0,144.0,929.0,184.0,745.0,0.0,90.0,712.0,802.0,271.0,1.15835411471,2.04444444444,1.04634831461,9H,20M,0W,1
2016-09-19 07:00:00,22.0,9.0,12.0,17.0,21.0,21.0,46.0,19.0,24.0,34.0,42.0,44.0,2.09090909091,2.11111111111,2.0,2.0,2.0,2.09523809524,47.0,43.0,57.0,57.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,114.0,141.0,144.0,146.0,117.0,117.0,120.0,147.0,147.0,146.0,123.0,1.11428571429,1.05263157895,1.04255319149,1.02083333333,1.0,1.05128205128,163.0,139.0,171.0,181.0,188.0,167.0,1.28346456693,1.13008130081,1.11764705882,1.12422360248,1.12574850299,1.21014492754,127.0,123.0,153.0,161.0,167.0,138.0,148.0,1009.0,209.0,800.0,0.0,102.0,767.0,869.0,290.0,1.16110471807,2.04901960784,1.04302477184,9H,40M,0W,1
2016-09-19 07:20:00,9.0,12.0,17.0,21.0,21.0,30.0,19.0,24.0,34.0,42.0,44.0,61.0,2.11111111111,2.0,2.0,2.0,2.09523809524,2.03333333333,43.0,57.0,57.0,42.0,44.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,141.0,144.0,146.0,117.0,144.0,120.0,147.0,147.0,146.0,123.0,147.0,1.05263157895,1.04255319149,1.02083333333,1.0,1.05128205128,1.02083333333,139.0,171.0,181.0,188.0,167.0,208.0,1.13008130081,1.11764705882,1.12422360248,1.12574850299,1.21014492754,1.19540229885,123.0,153.0,161.0,167.0,138.0,174.0,104.0,1054.0,224.0,830.0,0.0,110.0,806.0,916.0,283.0,1.15065502183,2.03636363636,1.02977667494,10H,0M,0W,1
2016-09-19 07:40:00,12.0,17.0,21.0,21.0,30.0,19.0,24.0,34.0,42.0,44.0,61.0,38.0,2.0,2.0,2.0,2.09523809524,2.03333333333,2.0,57.0,57.0,42.0,44.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,144.0,146.0,117.0,144.0,125.0,147.0,147.0,146.0,123.0,147.0,125.0,1.04255319149,1.02083333333,1.0,1.05128205128,1.02083333333,1.0,171.0,181.0,188.0,167.0,208.0,163.0,1.11764705882,1.12422360248,1.12574850299,1.21014492754,1.19540229885,1.13194444444,153.0,161.0,167.0,138.0,174.0,144.0,111.0,1078.0,243.0,835.0,0.0,120.0,817.0,937.0,263.0,1.15048025614,2.025,1.02203182375,10H,20M,0W,1
2016-09-19 08:00:00,17.0,21.0,21.0,30.0,19.0,24.0,34.0,42.0,44.0,61.0,38.0,49.0,2.0,2.0,2.09523809524,2.03333333333,2.0,2.04166666667,57.0,42.0,44.0,40.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,146.0,117.0,144.0,125.0,124.0,147.0,146.0,123.0,147.0,125.0,127.0,1.02083333333,1.0,1.05128205128,1.02083333333,1.0,1.02419354839,181.0,188.0,167.0,208.0,163.0,176.0,1.12422360248,1.12574850299,1.21014492754,1.19540229885,1.13194444444,1.18918918919,161.0,167.0,138.0,174.0,144.0,148.0,122.0,1083.0,268.0,815.0,0.0,132.0,800.0,932.0,234.0,1.16201716738,2.0303030303,1.01875,10H,40M,0W,1
2016-09-19 08:20:00,21.0,21.0,30.0,19.0,24.0,23.0,42.0,44.0,61.0,38.0,49.0,47.0,2.0,2.09523809524,2.03333333333,2.0,2.04166666667,2.04347826087,42.0,44.0,40.0,23.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,117.0,144.0,125.0,124.0,81.0,146.0,123.0,147.0,125.0,127.0,84.0,1.0,1.05128205128,1.02083333333,1.0,1.02419354839,1.03703703704,188.0,167.0,208.0,163.0,176.0,131.0,1.12574850299,1.21014492754,1.19540229885,1.13194444444,1.18918918919,1.25961538462,167.0,138.0,174.0,144.0,148.0,104.0,111.0,1033.0,281.0,752.0,0.0,138.0,737.0,875.0,201.0,1.18057142857,2.03623188406,1.02035278155,11H,0M,0W,1
2016-09-19 08:40:00,21.0,30.0,19.0,24.0,23.0,25.0,44.0,61.0,38.0,49.0,47.0,50.0,2.09523809524,2.03333333333,2.0,2.04166666667,2.04347826087,2.0,44.0,40.0,23.0,28.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,144.0,125.0,124.0,81.0,86.0,123.0,147.0,125.0,127.0,84.0,89.0,1.05128205128,1.02083333333,1.0,1.02419354839,1.03703703704,1.03488372093,167.0,208.0,163.0,176.0,131.0,139.0,1.21014492754,1.19540229885,1.13194444444,1.18918918919,1.25961538462,1.25225225225,138.0,174.0,144.0,148.0,104.0,111.0,82.0,984.0,289.0,695.0,0.0,142.0,677.0,819.0,181.0,1.20146520147,2.03521126761,1.02658788774,11H,20M,0W,1
2016-09-19 09:00:00,30.0,19.0,24.0,23.0,25.0,35.0,61.0,38.0,49.0,47.0,50.0,71.0,2.03333333333,2.0,2.04166666667,2.04347826087,2.0,2.02857142857,40.0,23.0,28.0,24.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,125.0,124.0,81.0,86.0,86.0,147.0,125.0,127.0,84.0,89.0,86.0,1.02083333333,1.0,1.02419354839,1.03703703704,1.03488372093,1.0,208.0,163.0,176.0,131.0,139.0,157.0,1.19540229885,1.13194444444,1.18918918919,1.25961538462,1.25225225225,1.2868852459,174.0,144.0,148.0,104.0,111.0,122.0,91.0,974.0,316.0,658.0,1.0,156.0,646.0,803.0,156.0,1.21295143213,2.02564102564,1.01857585139,11H,40M,0W,1
2016-09-19 09:20:00,19.0,24.0,23.0,25.0,35.0,20.0,38.0,49.0,47.0,50.0,71.0,40.0,2.0,2.04166666667,2.04347826087,2.0,2.02857142857,2.0,23.0,28.0,24.0,22.0,19.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,124.0,81.0,86.0,86.0,91.0,125.0,127.0,84.0,89.0,86.0,94.0,1.0,1.02419354839,1.03703703704,1.03488372093,1.0,1.03296703297,163.0,176.0,131.0,139.0,157.0,134.0,1.13194444444,1.18918918919,1.25961538462,1.25225225225,1.2868852459,1.20720720721,144.0,148.0,104.0,111.0,122.0,111.0,104.0,900.0,295.0,605.0,1.0,146.0,593.0,740.0,142.0,1.21621621622,2.02054794521,1.02023608769,12H,0M,0W,1
2016-09-19 09:40:00,24.0,23.0,25.0,35.0,20.0,18.0,49.0,47.0,50.0,71.0,40.0,36.0,2.04166666667,2.04347826087,2.0,2.02857142857,2.0,2.0,28.0,24.0,22.0,19.0,26.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,124.0,81.0,86.0,86.0,91.0,64.0,127.0,84.0,89.0,86.0,94.0,73.0,1.02419354839,1.03703703704,1.03488372093,1.0,1.03296703297,1.140625,176.0,131.0,139.0,157.0,134.0,109.0,1.18918918919,1.25961538462,1.25225225225,1.2868852459,1.20720720721,1.32926829268,148.0,104.0,111.0,122.0,111.0,82.0,91.0,846.0,293.0,553.0,1.0,145.0,532.0,678.0,134.0,1.24778761062,2.02068965517,1.03947368421,12H,20M,0W,1
2016-09-19 10:00:00,23.0,25.0,35.0,20.0,18.0,17.0,47.0,50.0,71.0,40.0,36.0,34.0,2.04347826087,2.0,2.02857142857,2.0,2.0,2.0,24.0,22.0,19.0,26.0,15.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,86.0,86.0,91.0,64.0,74.0,84.0,89.0,86.0,94.0,73.0,80.0,1.03703703704,1.03488372093,1.0,1.03296703297,1.140625,1.08108108108,131.0,139.0,157.0,134.0,109.0,114.0,1.25961538462,1.25225225225,1.2868852459,1.20720720721,1.32926829268,1.25274725275,104.0,111.0,122.0,111.0,82.0,91.0,122.0,784.0,278.0,506.0,1.0,138.0,482.0,621.0,126.0,1.26247987118,2.01449275362,1.04979253112,12H,40M,0W,1
2016-09-19 10:20:00,25.0,35.0,20.0,18.0,17.0,19.0,50.0,71.0,40.0,36.0,34.0,38.0,2.0,2.02857142857,2.0,2.0,2.0,2.0,22.0,19.0,26.0,15.0,20.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,86.0,91.0,64.0,74.0,85.0,89.0,86.0,94.0,73.0,80.0,88.0,1.03488372093,1.0,1.03296703297,1.140625,1.08108108108,1.03529411765,139.0,157.0,134.0,109.0,114.0,126.0,1.25225225225,1.2868852459,1.20720720721,1.32926829268,1.25274725275,1.21153846154,111.0,122.0,111.0,82.0,91.0,104.0,117.0,779.0,269.0,510.0,1.0,134.0,486.0,621.0,133.0,1.25442834138,2.00746268657,1.04938271605,13H,0M,0W,1
2016-09-19 10:40:00,35.0,20.0,18.0,17.0,19.0,24.0,71.0,40.0,36.0,34.0,38.0,48.0,2.02857142857,2.0,2.0,2.0,2.0,2.0,19.0,26.0,15.0,20.0,31.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,91.0,64.0,74.0,85.0,67.0,86.0,94.0,73.0,80.0,88.0,70.0,1.0,1.03296703297,1.140625,1.08108108108,1.03529411765,1.0447761194,157.0,134.0,109.0,114.0,126.0,118.0,1.2868852459,1.20720720721,1.32926829268,1.25274725275,1.21153846154,1.2967032967,122.0,111.0,82.0,91.0,104.0,91.0,107.0,758.0,267.0,491.0,1.0,133.0,467.0,601.0,130.0,1.2612312812,2.00751879699,1.05139186296,13H,20M,0W,1
2016-09-19 11:00:00,20.0,18.0,17.0,19.0,24.0,14.0,40.0,36.0,34.0,38.0,48.0,29.0,2.0,2.0,2.0,2.0,2.0,2.07142857143,26.0,15.0,20.0,31.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,64.0,74.0,85.0,67.0,108.0,94.0,73.0,80.0,88.0,70.0,117.0,1.03296703297,1.140625,1.08108108108,1.03529411765,1.0447761194,1.08333333333,134.0,109.0,114.0,126.0,118.0,146.0,1.20720720721,1.32926829268,1.25274725275,1.21153846154,1.2967032967,1.19672131148,111.0,82.0,91.0,104.0,91.0,122.0,131.0,747.0,225.0,522.0,0.0,112.0,489.0,601.0,134.0,1.24292845258,2.00892857143,1.06748466258,13H,40M,0W,1
