,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,vehicle_all_model_avg_S2,vehicle_all_model_avg_S3,vehicle_all_model_avg_sqrt,vehicle_model_avg5_S2,vehicle_model_avg5_S3,vehicle_model_avg5_sqrt,vehicle_model_avg4_S2,vehicle_model_avg4_S3,vehicle_model_avg4_sqrt,vehicle_model_avg3_S2,vehicle_model_avg3_S3,vehicle_model_avg3_sqrt,vehicle_model_avg2_S2,vehicle_model_avg2_S3,vehicle_model_avg2_sqrt,vehicle_model_avg1_S2,vehicle_model_avg1_S3,vehicle_model_avg1_sqrt,vehicle_model_avg0_S2,vehicle_model_avg0_S3,passenger_all_model_avg_S2,passenger_all_model_avg_S3,no_all_count_S2,no_all_count_S3,no_all_count_sqrt,no_count4_S2,no_count4_S3,no_count4_sqrt,volume1_S2,volume1_S3,volume1_sqrt,no_count5_S2,no_count5_S3,no_count5_sqrt,volume2_S2,volume2_S3,volume2_sqrt,volume3_S2,volume3_S3,volume3_sqrt,volume_all_S2,volume_all_S3,volume_all_sqrt,volume4_S2,volume4_S3,volume4_sqrt,volume5_S2,volume5_S3,volume5_sqrt,day,hour,minute
2016-09-24 04:40:00,6.0,7.0,9.0,3.0,8.0,21.0,21.0,13.0,21.0,8.0,16.0,43.0,3.5,1.85714285714,2.33333333333,2.66666666667,2.0,2.04761904762,1.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,11.0,9.0,23.0,1.0,1.0,3.0,11.0,9.0,25.0,1.0,1.0,1.0,1.0,1.0,1.08695652174,22.0,14.0,24.0,19.0,25.0,68.0,3.14285714286,1.75,2.0,1.35714285714,1.47058823529,1.54545454545,7.0,8.0,12.0,14.0,17.0,44.0,113.0,172.0,122.0,50.0,0.0,54.0,48.0,102.0,13.0,1.6862745098,2.25925925926,1.04166666667,2.84352172241,4.79495819858,1.29856632861,2.38842975207,3.69120961683,1.24316312102,2.16262975779,3.1803378791,1.21267812518,1.84183673469,2.49963556851,1.16496474502,4.0,8.0,1.41421356237,3.0625,5.359375,1.32287565553,9.87755102041,31.0437317784,1.08506944444,1.1302806713,0.0,0.0,0.0,0.0,0.0,0.0,64.0,512.0,2.82842712475,0.0,0.0,0.0,144.0,1728.0,3.46410161514,196.0,2744.0,3.74165738677,10404.0,1061208.0,10.0995049384,289.0,4913.0,4.12310562562,1936.0,85184.0,6.63324958071,24D,8H,20M
2016-09-24 05:00:00,7.0,9.0,3.0,8.0,21.0,11.0,13.0,21.0,8.0,16.0,43.0,17.0,1.85714285714,2.33333333333,2.66666666667,2.0,2.04761904762,1.54545454545,0.0,2.0,3.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,9.0,23.0,37.0,1.0,3.0,11.0,9.0,25.0,37.0,1.0,1.0,1.0,1.0,1.08695652174,1.0,14.0,24.0,19.0,25.0,68.0,54.0,1.75,2.0,1.35714285714,1.47058823529,1.54545454545,1.125,8.0,12.0,14.0,17.0,44.0,48.0,107.0,204.0,118.0,86.0,0.0,59.0,84.0,143.0,22.0,1.42657342657,2.0,1.02380952381,2.03511174141,2.9032363304,1.19439249268,1.265625,1.423828125,1.06066017178,2.38842975207,3.69120961683,1.24316312102,2.16262975779,3.1803378791,1.21267812518,1.84183673469,2.49963556851,1.16496474502,4.0,8.0,1.41421356237,3.0625,5.359375,1.04818594104,1.07314274916,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1728.0,3.46410161514,0.0,0.0,0.0,196.0,2744.0,3.74165738677,289.0,4913.0,4.12310562562,20449.0,2924207.0,11.9582607431,1936.0,85184.0,6.63324958071,2304.0,110592.0,6.92820323028,24D,8H,40M
2016-09-24 05:20:00,9.0,3.0,8.0,21.0,11.0,24.0,21.0,8.0,16.0,43.0,17.0,42.0,2.33333333333,2.66666666667,2.0,2.04761904762,1.54545454545,1.75,2.0,3.0,0.0,7.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,9.0,23.0,37.0,49.0,3.0,11.0,9.0,25.0,37.0,51.0,1.0,1.0,1.0,1.08695652174,1.0,1.04081632653,24.0,19.0,25.0,68.0,54.0,93.0,2.0,1.35714285714,1.47058823529,1.54545454545,1.125,1.27397260274,12.0,14.0,17.0,44.0,48.0,73.0,115.0,283.0,147.0,136.0,0.0,76.0,132.0,208.0,36.0,1.36057692308,1.93421052632,1.0303030303,1.85116956361,2.51865858895,1.16643770647,1.62300619253,2.06766542336,1.12870394823,1.265625,1.423828125,1.06066017178,2.38842975207,3.69120961683,1.24316312102,2.16262975779,3.1803378791,1.21267812518,1.84183673469,2.49963556851,1.16496474502,4.0,8.0,1.06152433425,1.09369173832,0.0,0.0,0.0,0.0,0.0,0.0,196.0,2744.0,3.74165738677,0.0,0.0,0.0,289.0,4913.0,4.12310562562,1936.0,85184.0,6.63324958071,43264.0,8998912.0,14.4222051019,2304.0,110592.0,6.92820323028,5329.0,389017.0,8.54400374532,24D,9H,0M
2016-09-24 05:40:00,3.0,8.0,21.0,11.0,24.0,14.0,8.0,16.0,43.0,17.0,42.0,20.0,2.66666666667,2.0,2.04761904762,1.54545454545,1.75,1.42857142857,3.0,0.0,7.0,10.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,23.0,37.0,49.0,57.0,11.0,9.0,25.0,37.0,51.0,59.0,1.0,1.0,1.08695652174,1.0,1.04081632653,1.0350877193,19.0,25.0,68.0,54.0,93.0,79.0,1.35714285714,1.47058823529,1.54545454545,1.125,1.27397260274,1.11267605634,14.0,17.0,44.0,48.0,73.0,71.0,128.0,338.0,146.0,192.0,0.0,81.0,186.0,267.0,47.0,1.265917603,1.8024691358,1.03225806452,1.60254737758,2.02869293491,1.12513003826,1.23804800635,1.37754637326,1.05483461089,1.62300619253,2.06766542336,1.12870394823,1.265625,1.423828125,1.06066017178,2.38842975207,3.69120961683,1.24316312102,2.16262975779,3.1803378791,1.21267812518,1.84183673469,2.49963556851,1.06555671176,1.09992950891,0.0,0.0,0.0,0.0,0.0,0.0,289.0,4913.0,4.12310562562,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,2304.0,110592.0,6.92820323028,71289.0,19034163.0,16.3401346384,5329.0,389017.0,8.54400374532,5041.0,357911.0,8.42614977318,24D,9H,20M
2016-09-24 06:00:00,8.0,21.0,11.0,24.0,14.0,11.0,16.0,43.0,17.0,42.0,20.0,17.0,2.0,2.04761904762,1.54545454545,1.75,1.42857142857,1.54545454545,0.0,7.0,10.0,14.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,37.0,49.0,57.0,84.0,9.0,25.0,37.0,51.0,59.0,99.0,1.0,1.08695652174,1.0,1.04081632653,1.0350877193,1.17857142857,25.0,68.0,54.0,93.0,79.0,116.0,1.47058823529,1.54545454545,1.125,1.27397260274,1.11267605634,1.22105263158,17.0,44.0,48.0,73.0,71.0,95.0,124.0,435.0,155.0,280.0,0.0,89.0,259.0,348.0,74.0,1.25,1.74157303371,1.08108108108,1.5625,1.953125,1.11803398875,1.49096952909,1.82055226709,1.10501250291,1.23804800635,1.37754637326,1.05483461089,1.62300619253,2.06766542336,1.12870394823,1.265625,1.423828125,1.06066017178,2.38842975207,3.69120961683,1.24316312102,2.16262975779,3.1803378791,1.16873630387,1.26349870689,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,0.0,0.0,0.0,2304.0,110592.0,6.92820323028,5329.0,389017.0,8.54400374532,121104.0,42144192.0,18.6547581062,5041.0,357911.0,8.42614977318,9025.0,857375.0,9.74679434481,24D,9H,40M
2016-09-24 06:20:00,21.0,11.0,24.0,14.0,11.0,14.0,43.0,17.0,42.0,20.0,17.0,20.0,2.04761904762,1.54545454545,1.75,1.42857142857,1.54545454545,1.42857142857,7.0,10.0,14.0,13.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.0,49.0,57.0,84.0,108.0,25.0,37.0,51.0,59.0,99.0,114.0,1.08695652174,1.0,1.04081632653,1.0350877193,1.17857142857,1.05555555556,68.0,54.0,93.0,79.0,116.0,134.0,1.54545454545,1.125,1.27397260274,1.11267605634,1.22105263158,1.09836065574,44.0,48.0,73.0,71.0,95.0,122.0,97.0,544.0,159.0,385.0,0.0,95.0,358.0,453.0,100.0,1.20088300221,1.67368421053,1.07541899441,1.44211998499,1.73181737712,1.09584807442,1.20639613007,1.32505804451,1.04802703006,1.49096952909,1.82055226709,1.10501250291,1.23804800635,1.37754637326,1.05483461089,1.62300619253,2.06766542336,1.12870394823,1.265625,1.423828125,1.06066017178,2.38842975207,3.69120961683,1.15652601355,1.2437500425,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,110592.0,6.92820323028,0.0,0.0,0.0,5329.0,389017.0,8.54400374532,5041.0,357911.0,8.42614977318,205209.0,92959677.0,21.2837966538,9025.0,857375.0,9.74679434481,14884.0,1815848.0,11.0453610172,24D,10H,0M
2016-09-24 06:40:00,11.0,24.0,14.0,11.0,14.0,9.0,17.0,42.0,20.0,17.0,20.0,19.0,1.54545454545,1.75,1.42857142857,1.54545454545,1.42857142857,2.11111111111,10.0,14.0,13.0,30.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,49.0,57.0,84.0,108.0,104.0,37.0,51.0,59.0,99.0,114.0,107.0,1.0,1.04081632653,1.0350877193,1.17857142857,1.05555555556,1.02884615385,54.0,93.0,79.0,116.0,134.0,126.0,1.125,1.27397260274,1.11267605634,1.22105263158,1.09836065574,1.11504424779,48.0,73.0,71.0,95.0,122.0,113.0,99.0,602.0,135.0,467.0,0.0,83.0,439.0,522.0,120.0,1.15325670498,1.6265060241,1.06378132118,1.33000102758,1.53383260269,1.07389790249,1.24332367452,1.38636091142,1.05595655582,1.20639613007,1.32505804451,1.04802703006,1.49096952909,1.82055226709,1.10501250291,1.23804800635,1.37754637326,1.05483461089,1.62300619253,2.06766542336,1.12870394823,1.265625,1.423828125,1.1316306993,1.2038076004,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,389017.0,8.54400374532,0.0,0.0,0.0,5041.0,357911.0,8.42614977318,9025.0,857375.0,9.74679434481,272484.0,142236648.0,22.8473193176,14884.0,1815848.0,11.0453610172,12769.0,1442897.0,10.6301458127,24D,10H,20M
2016-09-24 07:00:00,24.0,14.0,11.0,14.0,9.0,12.0,42.0,20.0,17.0,20.0,19.0,20.0,1.75,1.42857142857,1.54545454545,1.42857142857,2.11111111111,1.66666666667,14.0,13.0,30.0,26.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,57.0,84.0,108.0,104.0,95.0,51.0,59.0,99.0,114.0,107.0,101.0,1.04081632653,1.0350877193,1.17857142857,1.05555555556,1.02884615385,1.06315789474,93.0,79.0,116.0,134.0,126.0,121.0,1.27397260274,1.11267605634,1.22105263158,1.09836065574,1.11504424779,1.1308411215,73.0,71.0,95.0,122.0,113.0,107.0,89.0,669.0,138.0,531.0,0.0,84.0,497.0,581.0,130.0,1.15146299484,1.64285714286,1.06841046278,1.32586702848,1.52668681937,1.07306243753,1.27880164206,1.44612148308,1.06341013795,1.24332367452,1.38636091142,1.05595655582,1.20639613007,1.32505804451,1.04802703006,1.49096952909,1.82055226709,1.10501250291,1.23804800635,1.37754637326,1.05483461089,1.62300619253,2.06766542336,1.14150091697,1.21959152296,0.0,0.0,0.0,0.0,0.0,0.0,5041.0,357911.0,8.42614977318,0.0,0.0,0.0,9025.0,857375.0,9.74679434481,14884.0,1815848.0,11.0453610172,337561.0,196122941.0,24.1039415864,12769.0,1442897.0,10.6301458127,11449.0,1225043.0,10.3440804328,24D,10H,40M
2016-09-24 07:20:00,14.0,11.0,14.0,9.0,12.0,11.0,20.0,17.0,20.0,19.0,20.0,25.0,1.42857142857,1.54545454545,1.42857142857,2.11111111111,1.66666666667,2.27272727273,13.0,30.0,26.0,27.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,84.0,108.0,104.0,95.0,104.0,59.0,99.0,114.0,107.0,101.0,120.0,1.0350877193,1.17857142857,1.05555555556,1.02884615385,1.06315789474,1.15384615385,79.0,116.0,134.0,126.0,121.0,145.0,1.11267605634,1.22105263158,1.09836065574,1.11504424779,1.1308411215,1.26086956522,71.0,95.0,122.0,113.0,107.0,115.0,87.0,721.0,121.0,600.0,0.0,71.0,552.0,623.0,147.0,1.15730337079,1.70422535211,1.08695652174,1.33935109203,1.55003553348,1.07578035434,1.58979206049,2.0045204241,1.12288448436,1.27880164206,1.44612148308,1.06341013795,1.24332367452,1.38636091142,1.05595655582,1.20639613007,1.32505804451,1.04802703006,1.49096952909,1.82055226709,1.10501250291,1.23804800635,1.37754637326,1.18147448015,1.28421139147,0.0,0.0,0.0,0.0,0.0,0.0,9025.0,857375.0,9.74679434481,0.0,0.0,0.0,14884.0,1815848.0,11.0453610172,12769.0,1442897.0,10.6301458127,388129.0,241804367.0,24.9599679487,11449.0,1225043.0,10.3440804328,13225.0,1520875.0,10.7238052948,24D,11H,0M
2016-09-24 07:40:00,11.0,14.0,9.0,12.0,11.0,17.0,17.0,20.0,19.0,20.0,25.0,28.0,1.54545454545,1.42857142857,2.11111111111,1.66666666667,2.27272727273,1.64705882353,30.0,26.0,27.0,20.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,108.0,104.0,95.0,104.0,111.0,99.0,114.0,107.0,101.0,120.0,117.0,1.17857142857,1.05555555556,1.02884615385,1.06315789474,1.15384615385,1.05405405405,116.0,134.0,126.0,121.0,145.0,145.0,1.22105263158,1.09836065574,1.11504424779,1.1308411215,1.26086956522,1.1328125,95.0,122.0,113.0,107.0,115.0,128.0,84.0,787.0,129.0,658.0,0.0,74.0,606.0,680.0,163.0,1.15735294118,1.74324324324,1.08580858086,1.33946583045,1.55023471848,1.07580339337,1.28326416016,1.45369768143,1.06433664787,1.58979206049,2.0045204241,1.12288448436,1.27880164206,1.44612148308,1.06341013795,1.24332367452,1.38636091142,1.05595655582,1.20639613007,1.32505804451,1.04802703006,1.49096952909,1.82055226709,1.17898027427,1.28014689846,0.0,0.0,0.0,0.0,0.0,0.0,14884.0,1815848.0,11.0453610172,0.0,0.0,0.0,12769.0,1442897.0,10.6301458127,11449.0,1225043.0,10.3440804328,462400.0,314432000.0,26.0768096208,13225.0,1520875.0,10.7238052948,16384.0,2097152.0,11.313708499,24D,11H,20M
2016-09-24 08:00:00,14.0,9.0,12.0,11.0,17.0,11.0,20.0,19.0,20.0,25.0,28.0,20.0,1.42857142857,2.11111111111,1.66666666667,2.27272727273,1.64705882353,1.81818181818,26.0,27.0,20.0,31.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,104.0,95.0,104.0,111.0,113.0,114.0,107.0,101.0,120.0,117.0,130.0,1.05555555556,1.02884615385,1.06315789474,1.15384615385,1.05405405405,1.15044247788,134.0,126.0,121.0,145.0,145.0,150.0,1.09836065574,1.11504424779,1.1308411215,1.26086956522,1.1328125,1.20967741935,122.0,113.0,107.0,115.0,128.0,124.0,90.0,821.0,132.0,689.0,0.0,74.0,635.0,709.0,162.0,1.15796897038,1.78378378378,1.08503937008,1.34089213636,1.55271148654,1.07608966652,1.4633194589,1.77014450673,1.09985336266,1.28326416016,1.45369768143,1.06433664787,1.58979206049,2.0045204241,1.12288448436,1.27880164206,1.44612148308,1.06341013795,1.24332367452,1.38636091142,1.05595655582,1.20639613007,1.32505804451,1.17731043462,1.27742817237,0.0,0.0,0.0,0.0,0.0,0.0,12769.0,1442897.0,10.6301458127,0.0,0.0,0.0,11449.0,1225043.0,10.3440804328,13225.0,1520875.0,10.7238052948,502681.0,356400829.0,26.6270539114,16384.0,2097152.0,11.313708499,15376.0,1906624.0,11.1355287257,24D,11H,40M
2016-09-24 08:20:00,9.0,12.0,11.0,17.0,11.0,14.0,19.0,20.0,25.0,28.0,20.0,26.0,2.11111111111,1.66666666667,2.27272727273,1.64705882353,1.81818181818,1.85714285714,27.0,20.0,31.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,95.0,104.0,111.0,113.0,83.0,107.0,101.0,120.0,117.0,130.0,87.0,1.02884615385,1.06315789474,1.15384615385,1.05405405405,1.15044247788,1.04819277108,126.0,121.0,145.0,145.0,150.0,113.0,1.11504424779,1.1308411215,1.26086956522,1.1328125,1.20967741935,1.16494845361,113.0,107.0,115.0,128.0,124.0,97.0,120.0,800.0,138.0,662.0,0.0,74.0,610.0,684.0,165.0,1.16959064327,1.86486486486,1.08524590164,1.36794227284,1.59993248285,1.08147614087,1.35710489956,1.58095725413,1.07932777858,1.4633194589,1.77014450673,1.09985336266,1.28326416016,1.45369768143,1.06433664787,1.58979206049,2.0045204241,1.12288448436,1.27880164206,1.44612148308,1.06341013795,1.24332367452,1.38636091142,1.17775866702,1.27815776651,0.0,0.0,0.0,0.0,0.0,0.0,11449.0,1225043.0,10.3440804328,0.0,0.0,0.0,13225.0,1520875.0,10.7238052948,16384.0,2097152.0,11.313708499,467856.0,320013504.0,26.1533936612,15376.0,1906624.0,11.1355287257,9409.0,912673.0,9.8488578018,24D,12H,0M
2016-09-24 08:40:00,12.0,11.0,17.0,11.0,14.0,16.0,20.0,25.0,28.0,20.0,26.0,32.0,1.66666666667,2.27272727273,1.64705882353,1.81818181818,1.85714285714,2.0,20.0,31.0,29.0,29.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,104.0,111.0,113.0,83.0,83.0,101.0,120.0,117.0,130.0,87.0,85.0,1.06315789474,1.15384615385,1.05405405405,1.15044247788,1.04819277108,1.02409638554,121.0,145.0,145.0,150.0,113.0,117.0,1.1308411215,1.26086956522,1.1328125,1.20967741935,1.16494845361,1.18181818182,107.0,115.0,128.0,124.0,97.0,99.0,72.0,791.0,151.0,640.0,0.0,81.0,589.0,670.0,159.0,1.18059701493,1.86419753086,1.08658743633,1.39380931165,1.64552711271,1.08655281276,1.39669421488,1.65063861758,1.08711461301,1.35710489956,1.58095725413,1.07932777858,1.4633194589,1.77014450673,1.09985336266,1.28326416016,1.45369768143,1.06433664787,1.58979206049,2.0045204241,1.12288448436,1.27880164206,1.44612148308,1.1806722568,1.28290364066,0.0,0.0,0.0,0.0,0.0,0.0,13225.0,1520875.0,10.7238052948,0.0,0.0,0.0,16384.0,2097152.0,11.313708499,15376.0,1906624.0,11.1355287257,448900.0,300763000.0,25.8843582111,9409.0,912673.0,9.8488578018,9801.0,970299.0,9.94987437107,24D,12H,20M
2016-09-24 09:00:00,11.0,17.0,11.0,14.0,16.0,11.0,25.0,28.0,20.0,26.0,32.0,26.0,2.27272727273,1.64705882353,1.81818181818,1.85714285714,2.0,2.36363636364,31.0,29.0,29.0,29.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,111.0,113.0,83.0,83.0,78.0,120.0,117.0,130.0,87.0,85.0,81.0,1.15384615385,1.05405405405,1.15044247788,1.04819277108,1.02409638554,1.03846153846,145.0,145.0,150.0,113.0,117.0,107.0,1.26086956522,1.1328125,1.20967741935,1.16494845361,1.18181818182,1.20224719101,115.0,128.0,124.0,97.0,99.0,89.0,104.0,777.0,157.0,620.0,0.0,80.0,572.0,652.0,156.0,1.19171779141,1.9625,1.08391608392,1.42019129437,1.6924672327,1.09165827593,1.44539830829,1.73772605604,1.09647033294,1.39669421488,1.65063861758,1.08711461301,1.35710489956,1.58095725413,1.07932777858,1.4633194589,1.77014450673,1.09985336266,1.28326416016,1.45369768143,1.06433664787,1.58979206049,2.0045204241,1.17487407697,1.27346490861,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,2097152.0,11.313708499,0.0,0.0,0.0,15376.0,1906624.0,11.1355287257,9409.0,912673.0,9.8488578018,425104.0,277167808.0,25.5342906696,9801.0,970299.0,9.94987437107,7921.0,704969.0,9.43398113206,24D,12H,40M
2016-09-24 09:20:00,17.0,11.0,14.0,16.0,11.0,11.0,28.0,20.0,26.0,32.0,26.0,27.0,1.64705882353,1.81818181818,1.85714285714,2.0,2.36363636364,2.45454545455,29.0,29.0,29.0,21.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,113.0,83.0,83.0,78.0,76.0,117.0,130.0,87.0,85.0,81.0,78.0,1.05405405405,1.15044247788,1.04819277108,1.02409638554,1.03846153846,1.02631578947,145.0,150.0,113.0,117.0,107.0,105.0,1.1328125,1.20967741935,1.16494845361,1.18181818182,1.20224719101,1.20689655172,128.0,124.0,97.0,99.0,89.0,87.0,113.0,737.0,159.0,578.0,0.0,80.0,544.0,624.0,143.0,1.18108974359,1.9875,1.0625,1.39497298241,1.64758828211,1.08677952851,1.45659928656,1.7579646562,1.09858843601,1.44539830829,1.73772605604,1.09647033294,1.39669421488,1.65063861758,1.08711461301,1.35710489956,1.58095725413,1.07932777858,1.4633194589,1.77014450673,1.09985336266,1.28326416016,1.45369768143,1.12890625,1.19946289062,0.0,0.0,0.0,0.0,0.0,0.0,15376.0,1906624.0,11.1355287257,0.0,0.0,0.0,9409.0,912673.0,9.8488578018,9801.0,970299.0,9.94987437107,389376.0,242970624.0,24.9799919936,7921.0,704969.0,9.43398113206,7569.0,658503.0,9.32737905309,24D,13H,0M
2016-09-24 09:40:00,11.0,14.0,16.0,11.0,11.0,12.0,20.0,26.0,32.0,26.0,27.0,23.0,1.81818181818,1.85714285714,2.0,2.36363636364,2.45454545455,1.91666666667,29.0,29.0,21.0,17.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,83.0,83.0,78.0,76.0,72.0,130.0,87.0,85.0,81.0,78.0,73.0,1.15044247788,1.04819277108,1.02409638554,1.03846153846,1.02631578947,1.01388888889,150.0,113.0,117.0,107.0,105.0,96.0,1.20967741935,1.16494845361,1.18181818182,1.20224719101,1.20689655172,1.14285714286,124.0,97.0,99.0,89.0,87.0,84.0,112.0,688.0,154.0,534.0,0.0,75.0,505.0,580.0,136.0,1.18620689655,2.05333333333,1.05742574257,1.40708680143,1.6690960679,1.08913125772,1.30612244898,1.49271137026,1.06904496765,1.45659928656,1.7579646562,1.09858843601,1.44539830829,1.73772605604,1.09647033294,1.39669421488,1.65063861758,1.08711461301,1.35710489956,1.58095725413,1.07932777858,1.4633194589,1.77014450673,1.11814920106,1.18235974924,0.0,0.0,0.0,0.0,0.0,0.0,9409.0,912673.0,9.8488578018,0.0,0.0,0.0,9801.0,970299.0,9.94987437107,7921.0,704969.0,9.43398113206,336400.0,195112000.0,24.0831891576,7569.0,658503.0,9.32737905309,7056.0,592704.0,9.16515138991,24D,13H,20M
2016-09-24 10:00:00,14.0,16.0,11.0,11.0,12.0,14.0,26.0,32.0,26.0,27.0,23.0,31.0,1.85714285714,2.0,2.36363636364,2.45454545455,1.91666666667,2.21428571429,29.0,21.0,17.0,18.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,78.0,76.0,72.0,76.0,87.0,85.0,81.0,78.0,73.0,85.0,1.04819277108,1.02409638554,1.03846153846,1.02631578947,1.01388888889,1.11842105263,113.0,117.0,107.0,105.0,96.0,116.0,1.16494845361,1.18181818182,1.20224719101,1.20689655172,1.14285714286,1.28888888889,97.0,99.0,89.0,87.0,84.0,90.0,108.0,654.0,165.0,489.0,0.0,78.0,468.0,546.0,131.0,1.1978021978,2.11538461538,1.04487179487,1.43473010506,1.71852287309,1.0944415004,1.6612345679,2.14114677641,1.1352924244,1.30612244898,1.49271137026,1.06904496765,1.45659928656,1.7579646562,1.09858843601,1.44539830829,1.73772605604,1.09647033294,1.39669421488,1.65063861758,1.08711461301,1.35710489956,1.58095725413,1.09175706772,1.14074616691,0.0,0.0,0.0,0.0,0.0,0.0,9801.0,970299.0,9.94987437107,0.0,0.0,0.0,7921.0,704969.0,9.43398113206,7569.0,658503.0,9.32737905309,298116.0,162771336.0,23.3666428911,7056.0,592704.0,9.16515138991,8100.0,729000.0,9.48683298051,24D,13H,40M
2016-09-24 10:20:00,16.0,11.0,11.0,12.0,14.0,17.0,32.0,26.0,27.0,23.0,31.0,37.0,2.0,2.36363636364,2.45454545455,1.91666666667,2.21428571429,2.17647058824,21.0,17.0,18.0,22.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,78.0,76.0,72.0,76.0,103.0,85.0,81.0,78.0,73.0,85.0,110.0,1.02409638554,1.03846153846,1.02631578947,1.01388888889,1.11842105263,1.06796116505,117.0,107.0,105.0,96.0,116.0,147.0,1.18181818182,1.20224719101,1.20689655172,1.14285714286,1.28888888889,1.225,99.0,89.0,87.0,84.0,90.0,120.0,93.0,688.0,176.0,512.0,0.0,81.0,488.0,569.0,123.0,1.20913884007,2.17283950617,1.04918032787,1.46201673457,1.7677812186,1.099608494,1.500625,1.838265625,1.10679718106,1.6612345679,2.14114677641,1.1352924244,1.30612244898,1.49271137026,1.06904496765,1.45659928656,1.7579646562,1.09858843601,1.44539830829,1.73772605604,1.09647033294,1.39669421488,1.65063861758,1.10077936039,1.15491605024,0.0,0.0,0.0,0.0,0.0,0.0,7921.0,704969.0,9.43398113206,0.0,0.0,0.0,7569.0,658503.0,9.32737905309,7056.0,592704.0,9.16515138991,323761.0,184220009.0,23.8537208838,8100.0,729000.0,9.48683298051,14400.0,1728000.0,10.9544511501,24D,14H,0M
