,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,vehicle_all_model_avg_S2,vehicle_all_model_avg_S3,vehicle_all_model_avg_sqrt,vehicle_model_avg5_S2,vehicle_model_avg5_S3,vehicle_model_avg5_sqrt,vehicle_model_avg4_S2,vehicle_model_avg4_S3,vehicle_model_avg4_sqrt,vehicle_model_avg3_S2,vehicle_model_avg3_S3,vehicle_model_avg3_sqrt,vehicle_model_avg2_S2,vehicle_model_avg2_S3,vehicle_model_avg2_sqrt,vehicle_model_avg1_S2,vehicle_model_avg1_S3,vehicle_model_avg1_sqrt,vehicle_model_avg0_S2,vehicle_model_avg0_S3,passenger_all_model_avg_S2,passenger_all_model_avg_S3,no_all_count_S2,no_all_count_S3,no_all_count_sqrt,no_count4_S2,no_count4_S3,no_count4_sqrt,volume1_S2,volume1_S3,volume1_sqrt,no_count5_S2,no_count5_S3,no_count5_sqrt,volume2_S2,volume2_S3,volume2_sqrt,volume3_S2,volume3_S3,volume3_sqrt,volume_all_S2,volume_all_S3,volume_all_sqrt,volume4_S2,volume4_S3,volume4_sqrt,volume5_S2,volume5_S3,volume5_sqrt,month,day,hour,minute
2016-09-23 09:40:00,3.0,7.0,4.0,4.0,4.0,7.0,6.0,15.0,8.0,9.0,9.0,14.0,2.0,2.14285714286,2.0,2.25,2.25,2.0,9.0,16.0,6.0,15.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,51.0,49.0,52.0,52.0,38.0,40.0,51.0,49.0,52.0,52.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,66.0,57.0,61.0,61.0,52.0,1.04545454545,1.13793103448,1.07547169811,1.08928571429,1.08928571429,1.15555555556,44.0,58.0,53.0,56.0,56.0,45.0,51.0,343.0,61.0,282.0,1.0,29.0,282.0,312.0,69.0,1.09935897436,2.10344827586,1.0,1.2085901545,1.32867443268,1.04850320665,1.33530864198,1.54302331962,1.07496769977,1.18654336735,1.29248473943,1.04368851401,1.18654336735,1.29248473943,1.04368851401,1.15663937344,1.24393291106,1.03704951575,1.29488703924,1.4734921481,1.06673850333,1.09297520661,1.14265589782,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3364.0,195112.0,7.61577310586,0.0,0.0,0.0,2809.0,148877.0,7.28010988928,3136.0,175616.0,7.48331477355,97344.0,30371328.0,17.6635217327,3136.0,175616.0,7.48331477355,2025.0,91125.0,6.7082039325,9,23,12,20
2016-09-23 10:00:00,7.0,4.0,4.0,4.0,7.0,4.0,15.0,8.0,9.0,9.0,14.0,8.0,2.14285714286,2.0,2.25,2.25,2.0,2.0,16.0,6.0,15.0,14.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,49.0,52.0,52.0,38.0,37.0,51.0,49.0,52.0,52.0,38.0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,57.0,61.0,61.0,52.0,45.0,1.13793103448,1.07547169811,1.08928571429,1.08928571429,1.15555555556,1.09756097561,58.0,53.0,56.0,56.0,45.0,41.0,61.0,342.0,63.0,279.0,0.0,30.0,279.0,309.0,75.0,1.1067961165,2.1,1.0,1.22499764351,1.35582263456,1.0520437807,1.20464009518,1.32216595813,1.04764544365,1.33530864198,1.54302331962,1.07496769977,1.18654336735,1.29248473943,1.04368851401,1.18654336735,1.29248473943,1.04368851401,1.15663937344,1.24393291106,1.03704951575,1.29488703924,1.4734921481,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,148877.0,7.28010988928,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,3136.0,175616.0,7.48331477355,95481.0,29503629.0,17.5783958312,2025.0,91125.0,6.7082039325,1681.0,68921.0,6.40312423743,9,23,12,40
2016-09-23 10:20:00,4.0,4.0,4.0,7.0,4.0,6.0,8.0,9.0,9.0,14.0,8.0,12.0,2.0,2.25,2.25,2.0,2.0,2.0,6.0,15.0,14.0,9.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,52.0,52.0,38.0,37.0,50.0,49.0,52.0,52.0,38.0,37.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,61.0,61.0,52.0,45.0,62.0,1.07547169811,1.08928571429,1.08928571429,1.15555555556,1.09756097561,1.10714285714,53.0,56.0,56.0,45.0,41.0,56.0,57.0,338.0,60.0,278.0,0.0,29.0,278.0,307.0,76.0,1.1009771987,2.06896551724,1.0,1.21215079205,1.33455038343,1.04927460595,1.22576530612,1.35709730321,1.05220856162,1.20464009518,1.32216595813,1.04764544365,1.33530864198,1.54302331962,1.07496769977,1.18654336735,1.29248473943,1.04368851401,1.18654336735,1.29248473943,1.04368851401,1.15663937344,1.24393291106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,2025.0,91125.0,6.7082039325,94249.0,28934443.0,17.5214154679,1681.0,68921.0,6.40312423743,3136.0,175616.0,7.48331477355,9,23,13,0
2016-09-23 10:40:00,4.0,4.0,7.0,4.0,6.0,7.0,9.0,9.0,14.0,8.0,12.0,15.0,2.25,2.25,2.0,2.0,2.0,2.14285714286,15.0,14.0,9.0,15.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,38.0,37.0,50.0,44.0,52.0,52.0,38.0,37.0,50.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,61.0,52.0,45.0,62.0,59.0,1.08928571429,1.08928571429,1.15555555556,1.09756097561,1.10714285714,1.1568627451,56.0,56.0,45.0,41.0,56.0,51.0,67.0,340.0,67.0,273.0,0.0,32.0,273.0,305.0,86.0,1.11475409836,2.09375,1.0,1.24267669981,1.38527894405,1.05581915988,1.338331411,1.54826574998,1.07557554133,1.22576530612,1.35709730321,1.05220856162,1.20464009518,1.32216595813,1.04764544365,1.33530864198,1.54302331962,1.07496769977,1.18654336735,1.29248473943,1.04368851401,1.18654336735,1.29248473943,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,0.0,0.0,0.0,2025.0,91125.0,6.7082039325,1681.0,68921.0,6.40312423743,93025.0,28372625.0,17.4642491966,3136.0,175616.0,7.48331477355,2601.0,132651.0,7.14142842854,9,23,13,20
2016-09-23 11:00:00,4.0,7.0,4.0,6.0,7.0,9.0,9.0,14.0,8.0,12.0,15.0,21.0,2.25,2.0,2.0,2.0,2.14285714286,2.33333333333,14.0,9.0,15.0,17.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,38.0,37.0,50.0,44.0,52.0,52.0,38.0,37.0,50.0,44.0,58.0,1.0,1.0,1.0,1.0,1.0,1.11538461538,61.0,52.0,45.0,62.0,59.0,79.0,1.08928571429,1.15555555556,1.09756097561,1.10714285714,1.1568627451,1.29508196721,56.0,45.0,41.0,56.0,51.0,61.0,45.0,358.0,79.0,279.0,0.0,37.0,273.0,310.0,94.0,1.15483870968,2.13513513514,1.02197802198,1.33365244537,1.54015346917,1.07463422134,1.6772373018,2.1721597843,1.13801668143,1.338331411,1.54826574998,1.07557554133,1.22576530612,1.35709730321,1.05220856162,1.20464009518,1.32216595813,1.04764544365,1.33530864198,1.54302331962,1.07496769977,1.18654336735,1.29248473943,1.04443907741,1.0673937824,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,91125.0,6.7082039325,0.0,0.0,0.0,1681.0,68921.0,6.40312423743,3136.0,175616.0,7.48331477355,96100.0,29791000.0,17.6068168617,2601.0,132651.0,7.14142842854,3721.0,226981.0,7.81024967591,9,23,13,40
2016-09-23 11:20:00,7.0,4.0,6.0,7.0,9.0,4.0,14.0,8.0,12.0,15.0,21.0,8.0,2.0,2.0,2.0,2.14285714286,2.33333333333,2.0,9.0,15.0,17.0,16.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,37.0,50.0,44.0,52.0,53.0,38.0,37.0,50.0,44.0,58.0,56.0,1.0,1.0,1.0,1.0,1.11538461538,1.05660377358,52.0,45.0,62.0,59.0,79.0,64.0,1.15555555556,1.09756097561,1.10714285714,1.1568627451,1.29508196721,1.12280701754,45.0,41.0,56.0,51.0,61.0,57.0,58.0,361.0,78.0,283.0,0.0,37.0,274.0,311.0,95.0,1.16077170418,2.10810810811,1.03284671533,1.34739094923,1.56401328833,1.07739115654,1.26069559865,1.41551786515,1.05962588565,1.6772373018,2.1721597843,1.13801668143,1.338331411,1.54826574998,1.07557554133,1.22576530612,1.35709730321,1.05220856162,1.20464009518,1.32216595813,1.04764544365,1.33530864198,1.54302331962,1.06677233736,1.10181230465,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,68921.0,6.40312423743,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,2601.0,132651.0,7.14142842854,96721.0,30080231.0,17.6351920885,3721.0,226981.0,7.81024967591,3249.0,185193.0,7.54983443527,9,23,14,0
2016-09-23 11:40:00,4.0,6.0,7.0,9.0,4.0,4.0,8.0,12.0,15.0,21.0,8.0,8.0,2.0,2.0,2.14285714286,2.33333333333,2.0,2.0,15.0,17.0,16.0,23.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,50.0,44.0,52.0,53.0,63.0,37.0,50.0,44.0,58.0,56.0,63.0,1.0,1.0,1.0,1.11538461538,1.05660377358,1.0,45.0,62.0,59.0,79.0,64.0,71.0,1.09756097561,1.10714285714,1.1568627451,1.29508196721,1.12280701754,1.05970149254,41.0,56.0,51.0,61.0,57.0,67.0,53.0,380.0,72.0,308.0,0.0,34.0,299.0,333.0,101.0,1.14114114114,2.11764705882,1.03010033445,1.302203104,1.4859975361,1.06824207984,1.12296725329,1.19001007438,1.02941803585,1.26069559865,1.41551786515,1.05962588565,1.6772373018,2.1721597843,1.13801668143,1.338331411,1.54826574998,1.07557554133,1.22576530612,1.35709730321,1.05220856162,1.20464009518,1.32216595813,1.06110669903,1.09304636556,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,175616.0,7.48331477355,0.0,0.0,0.0,2601.0,132651.0,7.14142842854,3721.0,226981.0,7.81024967591,110889.0,36926037.0,18.2482875909,3249.0,185193.0,7.54983443527,4489.0,300763.0,8.18535277187,9,23,14,20
2016-09-23 12:00:00,6.0,7.0,9.0,4.0,4.0,4.0,12.0,15.0,21.0,8.0,8.0,8.0,2.0,2.14285714286,2.33333333333,2.0,2.0,2.0,17.0,16.0,23.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.0,52.0,53.0,63.0,41.0,50.0,44.0,58.0,56.0,63.0,41.0,1.0,1.0,1.11538461538,1.05660377358,1.0,1.0,62.0,59.0,79.0,64.0,71.0,49.0,1.10714285714,1.1568627451,1.29508196721,1.12280701754,1.05970149254,1.08888888889,56.0,51.0,61.0,57.0,67.0,45.0,59.0,384.0,72.0,312.0,0.0,34.0,303.0,337.0,97.0,1.13946587537,2.11764705882,1.0297029703,1.29838248113,1.47946253043,1.06745766912,1.18567901235,1.29107270233,1.0434983895,1.12296725329,1.19001007438,1.02941803585,1.26069559865,1.41551786515,1.05962588565,1.6772373018,2.1721597843,1.13801668143,1.338331411,1.54826574998,1.07557554133,1.22576530612,1.35709730321,1.06028820704,1.09178191616,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,132651.0,7.14142842854,0.0,0.0,0.0,3721.0,226981.0,7.81024967591,3249.0,185193.0,7.54983443527,113569.0,38272753.0,18.3575597507,4489.0,300763.0,8.18535277187,2025.0,91125.0,6.7082039325,9,23,14,40
2016-09-23 12:20:00,7.0,9.0,4.0,4.0,4.0,5.0,15.0,21.0,8.0,8.0,8.0,12.0,2.14285714286,2.33333333333,2.0,2.0,2.0,2.4,16.0,23.0,15.0,15.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52.0,53.0,63.0,41.0,53.0,44.0,58.0,56.0,63.0,41.0,53.0,1.0,1.11538461538,1.05660377358,1.0,1.0,1.0,59.0,79.0,64.0,71.0,49.0,65.0,1.1568627451,1.29508196721,1.12280701754,1.05970149254,1.08888888889,1.12068965517,51.0,61.0,57.0,67.0,45.0,58.0,47.0,387.0,72.0,315.0,0.0,33.0,306.0,339.0,92.0,1.14159292035,2.18181818182,1.02941176471,1.3032343958,1.48776315981,1.06845351811,1.25594530321,1.40752490877,1.05862630572,1.18567901235,1.29107270233,1.0434983895,1.12296725329,1.19001007438,1.02941803585,1.26069559865,1.41551786515,1.05962588565,1.6772373018,2.1721597843,1.13801668143,1.338331411,1.54826574998,1.05968858131,1.09085589253,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,226981.0,7.81024967591,0.0,0.0,0.0,3249.0,185193.0,7.54983443527,4489.0,300763.0,8.18535277187,114921.0,38958219.0,18.4119526395,2025.0,91125.0,6.7082039325,3364.0,195112.0,7.61577310586,9,23,15,0
2016-09-23 12:40:00,9.0,4.0,4.0,4.0,5.0,8.0,21.0,8.0,8.0,8.0,12.0,16.0,2.33333333333,2.0,2.0,2.0,2.4,2.0,23.0,15.0,15.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,63.0,41.0,53.0,45.0,58.0,56.0,63.0,41.0,53.0,45.0,1.11538461538,1.05660377358,1.0,1.0,1.0,1.0,79.0,64.0,71.0,49.0,65.0,61.0,1.29508196721,1.12280701754,1.05970149254,1.08888888889,1.12068965517,1.15094339623,61.0,57.0,67.0,45.0,58.0,53.0,66.0,389.0,73.0,316.0,0.0,34.0,307.0,341.0,88.0,1.14076246334,2.14705882353,1.02931596091,1.30133899777,1.48451868074,1.0680648217,1.32467070132,1.52462099586,1.07282030006,1.25594530321,1.40752490877,1.05862630572,1.18567901235,1.29107270233,1.0434983895,1.12296725329,1.19001007438,1.02941803585,1.26069559865,1.41551786515,1.05962588565,1.6772373018,2.1721597843,1.05949134739,1.09055135431,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,185193.0,7.54983443527,0.0,0.0,0.0,4489.0,300763.0,8.18535277187,2025.0,91125.0,6.7082039325,116281.0,39651821.0,18.4661853126,3364.0,195112.0,7.61577310586,2809.0,148877.0,7.28010988928,9,23,15,20
2016-09-23 13:00:00,4.0,4.0,4.0,5.0,8.0,4.0,8.0,8.0,8.0,12.0,16.0,8.0,2.0,2.0,2.0,2.4,2.0,2.0,15.0,15.0,11.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,63.0,41.0,53.0,45.0,55.0,56.0,63.0,41.0,53.0,45.0,55.0,1.05660377358,1.0,1.0,1.0,1.0,1.0,64.0,71.0,49.0,65.0,61.0,63.0,1.12280701754,1.05970149254,1.08888888889,1.12068965517,1.15094339623,1.06779661017,57.0,67.0,45.0,58.0,53.0,59.0,78.0,373.0,60.0,313.0,0.0,29.0,310.0,339.0,71.0,1.10029498525,2.06896551724,1.00967741935,1.21064905457,1.33207108364,1.04894946744,1.14018960069,1.21749059057,1.03334244574,1.32467070132,1.52462099586,1.07282030006,1.25594530321,1.40752490877,1.05862630572,1.18567901235,1.29107270233,1.0434983895,1.12296725329,1.19001007438,1.02941803585,1.26069559865,1.41551786515,1.01944849116,1.02931412171,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,300763.0,8.18535277187,0.0,0.0,0.0,2025.0,91125.0,6.7082039325,3364.0,195112.0,7.61577310586,114921.0,38958219.0,18.4119526395,2809.0,148877.0,7.28010988928,3481.0,205379.0,7.68114574787,9,23,15,40
2016-09-23 13:20:00,4.0,4.0,5.0,8.0,4.0,3.0,8.0,8.0,12.0,16.0,8.0,6.0,2.0,2.0,2.4,2.0,2.0,2.0,15.0,11.0,12.0,12.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,41.0,53.0,45.0,55.0,44.0,63.0,41.0,53.0,45.0,55.0,47.0,1.0,1.0,1.0,1.0,1.0,1.06818181818,71.0,49.0,65.0,61.0,63.0,53.0,1.05970149254,1.08888888889,1.12068965517,1.15094339623,1.06779661017,1.12765957447,67.0,45.0,58.0,53.0,59.0,47.0,76.0,362.0,58.0,304.0,0.0,28.0,301.0,329.0,70.0,1.10030395137,2.07142857143,1.00996677741,1.2106687854,1.33210364837,1.04895374129,1.27161611589,1.43395008813,1.0619131671,1.14018960069,1.21749059057,1.03334244574,1.32467070132,1.52462099586,1.07282030006,1.25594530321,1.40752490877,1.05862630572,1.18567901235,1.29107270233,1.0434983895,1.12296725329,1.19001007438,1.02003289147,1.03019933225,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,91125.0,6.7082039325,0.0,0.0,0.0,3364.0,195112.0,7.61577310586,2809.0,148877.0,7.28010988928,108241.0,35611289.0,18.1383571472,3481.0,205379.0,7.68114574787,2209.0,103823.0,6.8556546004,9,23,16,0
2016-09-23 13:40:00,4.0,5.0,8.0,4.0,3.0,4.0,8.0,12.0,16.0,8.0,6.0,9.0,2.0,2.4,2.0,2.0,2.0,2.25,11.0,12.0,12.0,6.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,53.0,45.0,55.0,44.0,62.0,41.0,53.0,45.0,55.0,47.0,62.0,1.0,1.0,1.0,1.0,1.06818181818,1.0,49.0,65.0,61.0,63.0,53.0,71.0,1.08888888889,1.12068965517,1.15094339623,1.06779661017,1.12765957447,1.07575757576,45.0,58.0,53.0,59.0,47.0,66.0,86.0,362.0,59.0,303.0,0.0,28.0,300.0,328.0,73.0,1.10365853659,2.10714285714,1.01,1.21806216538,1.34432470691,1.05055153923,1.1572543618,1.24492514678,1.0371873388,1.27161611589,1.43395008813,1.0619131671,1.14018960069,1.21749059057,1.03334244574,1.32467070132,1.52462099586,1.07282030006,1.25594530321,1.40752490877,1.05862630572,1.18567901235,1.29107270233,1.0201,1.030301,0.0,0.0,0.0,0.0,0.0,0.0,3364.0,195112.0,7.61577310586,0.0,0.0,0.0,2809.0,148877.0,7.28010988928,3481.0,205379.0,7.68114574787,107584.0,35287552.0,18.1107702763,2209.0,103823.0,6.8556546004,4356.0,287496.0,8.12403840464,9,23,16,20
2016-09-23 14:00:00,5.0,8.0,4.0,3.0,4.0,10.0,12.0,16.0,8.0,6.0,9.0,21.0,2.4,2.0,2.0,2.0,2.25,2.1,12.0,12.0,6.0,14.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,45.0,55.0,44.0,62.0,68.0,53.0,45.0,55.0,47.0,62.0,68.0,1.0,1.0,1.0,1.06818181818,1.0,1.0,65.0,61.0,63.0,53.0,71.0,89.0,1.12068965517,1.15094339623,1.06779661017,1.12765957447,1.07575757576,1.14102564103,58.0,53.0,59.0,47.0,66.0,78.0,44.0,402.0,72.0,330.0,0.0,34.0,327.0,361.0,87.0,1.1135734072,2.11764705882,1.00917431193,1.24004573323,1.38088195224,1.05525987662,1.30193951348,1.48554636794,1.06818801764,1.1572543618,1.24492514678,1.0371873388,1.27161611589,1.43395008813,1.0619131671,1.14018960069,1.21749059057,1.03334244574,1.32467070132,1.52462099586,1.07282030006,1.25594530321,1.40752490877,1.01843279185,1.02777621196,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,148877.0,7.28010988928,0.0,0.0,0.0,3481.0,205379.0,7.68114574787,2209.0,103823.0,6.8556546004,130321.0,47045881.0,19.0,4356.0,287496.0,8.12403840464,6084.0,474552.0,8.83176086633,9,23,16,40
2016-09-23 14:20:00,8.0,4.0,3.0,4.0,10.0,5.0,16.0,8.0,6.0,9.0,21.0,11.0,2.0,2.0,2.0,2.25,2.1,2.2,12.0,6.0,14.0,18.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,44.0,62.0,68.0,71.0,45.0,55.0,47.0,62.0,68.0,71.0,1.0,1.0,1.06818181818,1.0,1.0,1.0,61.0,63.0,53.0,71.0,89.0,82.0,1.15094339623,1.06779661017,1.12765957447,1.07575757576,1.14102564103,1.07894736842,53.0,59.0,47.0,66.0,78.0,76.0,45.0,419.0,71.0,348.0,0.0,34.0,345.0,379.0,98.0,1.1055408971,2.08823529412,1.00869565217,1.22222067516,1.35121494166,1.05144704912,1.16412742382,1.25603222044,1.03872391347,1.30193951348,1.48554636794,1.06818801764,1.1572543618,1.24492514678,1.0371873388,1.27161611589,1.43395008813,1.0619131671,1.14018960069,1.21749059057,1.03334244574,1.32467070132,1.52462099586,1.01746691871,1.02631445714,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,205379.0,7.68114574787,0.0,0.0,0.0,2209.0,103823.0,6.8556546004,4356.0,287496.0,8.12403840464,143641.0,54439939.0,19.4679223339,6084.0,474552.0,8.83176086633,5776.0,438976.0,8.71779788708,9,23,17,0
2016-09-23 14:40:00,4.0,3.0,4.0,10.0,5.0,3.0,8.0,6.0,9.0,21.0,11.0,6.0,2.0,2.0,2.25,2.1,2.2,2.0,6.0,14.0,18.0,25.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.0,62.0,68.0,71.0,83.0,55.0,47.0,62.0,68.0,71.0,83.0,1.0,1.06818181818,1.0,1.0,1.0,1.0,63.0,53.0,71.0,89.0,82.0,89.0,1.06779661017,1.12765957447,1.07575757576,1.14102564103,1.07894736842,1.03488372093,59.0,47.0,66.0,78.0,76.0,86.0,38.0,447.0,61.0,386.0,0.0,29.0,383.0,412.0,114.0,1.08495145631,2.10344827586,1.00783289817,1.17711966255,1.27711769214,1.04161003082,1.07098431585,1.10834423384,1.01729234782,1.16412742382,1.25603222044,1.03872391347,1.30193951348,1.48554636794,1.06818801764,1.1572543618,1.24492514678,1.0371873388,1.27161611589,1.43395008813,1.0619131671,1.14018960069,1.21749059057,1.01572715064,1.02368323798,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,103823.0,6.8556546004,0.0,0.0,0.0,4356.0,287496.0,8.12403840464,6084.0,474552.0,8.83176086633,169744.0,69934528.0,20.2977831302,5776.0,438976.0,8.71779788708,7396.0,636056.0,9.2736184955,9,23,17,20
2016-09-23 15:00:00,3.0,4.0,10.0,5.0,3.0,1.0,6.0,9.0,21.0,11.0,6.0,2.0,2.0,2.25,2.1,2.2,2.0,2.0,14.0,18.0,25.0,23.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,62.0,68.0,71.0,83.0,43.0,47.0,62.0,68.0,71.0,83.0,43.0,1.06818181818,1.0,1.0,1.0,1.0,1.0,53.0,71.0,89.0,82.0,89.0,45.0,1.12765957447,1.07575757576,1.14102564103,1.07894736842,1.03488372093,1.02272727273,47.0,66.0,78.0,76.0,86.0,44.0,46.0,429.0,55.0,374.0,0.0,26.0,371.0,397.0,127.0,1.08060453401,2.11538461538,1.00808625337,1.16770615891,1.26182856971,1.03952130041,1.04597107438,1.06974314425,1.01129979369,1.07098431585,1.10834423384,1.01729234782,1.16412742382,1.25603222044,1.03872391347,1.30193951348,1.48554636794,1.06818801764,1.1572543618,1.24492514678,1.0371873388,1.27161611589,1.43395008813,1.01623789423,1.02445545133,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,287496.0,8.12403840464,0.0,0.0,0.0,6084.0,474552.0,8.83176086633,5776.0,438976.0,8.71779788708,157609.0,62570773.0,19.9248588452,7396.0,636056.0,9.2736184955,1936.0,85184.0,6.63324958071,9,23,17,40
2016-09-23 15:20:00,4.0,10.0,5.0,3.0,1.0,3.0,9.0,21.0,11.0,6.0,2.0,6.0,2.25,2.1,2.2,2.0,2.0,2.0,18.0,25.0,23.0,28.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,68.0,71.0,83.0,43.0,42.0,62.0,68.0,71.0,83.0,43.0,45.0,1.0,1.0,1.0,1.0,1.0,1.07142857143,71.0,89.0,82.0,89.0,45.0,51.0,1.07575757576,1.14102564103,1.07894736842,1.03488372093,1.02272727273,1.13333333333,66.0,78.0,76.0,86.0,44.0,45.0,40.0,427.0,55.0,372.0,0.0,26.0,369.0,395.0,122.0,1.08101265823,2.11538461538,1.0081300813,1.16858836725,1.26325881725,1.0397175858,1.28444444444,1.4557037037,1.06458129484,1.04597107438,1.06974314425,1.01129979369,1.07098431585,1.10834423384,1.01729234782,1.16412742382,1.25603222044,1.03872391347,1.30193951348,1.48554636794,1.06818801764,1.1572543618,1.24492514678,1.01632626082,1.02458907595,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,474552.0,8.83176086633,0.0,0.0,0.0,5776.0,438976.0,8.71779788708,7396.0,636056.0,9.2736184955,156025.0,61629875.0,19.8746069144,1936.0,85184.0,6.63324958071,2025.0,91125.0,6.7082039325,9,23,18,0
2016-09-23 15:40:00,10.0,5.0,3.0,1.0,3.0,3.0,21.0,11.0,6.0,2.0,6.0,6.0,2.1,2.2,2.0,2.0,2.0,2.0,25.0,23.0,28.0,19.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,71.0,83.0,43.0,42.0,35.0,68.0,71.0,83.0,43.0,45.0,35.0,1.0,1.0,1.0,1.0,1.07142857143,1.0,89.0,82.0,89.0,45.0,51.0,41.0,1.14102564103,1.07894736842,1.03488372093,1.02272727273,1.13333333333,1.07894736842,78.0,76.0,86.0,44.0,45.0,38.0,45.0,397.0,52.0,345.0,0.0,25.0,342.0,367.0,111.0,1.08174386921,2.08,1.00877192982,1.17016979857,1.26582400554,1.04006916559,1.16412742382,1.25603222044,1.03872391347,1.28444444444,1.4557037037,1.06458129484,1.04597107438,1.06974314425,1.01129979369,1.07098431585,1.10834423384,1.01729234782,1.16412742382,1.25603222044,1.03872391347,1.30193951348,1.48554636794,1.0176208064,1.0265473047,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,438976.0,8.71779788708,0.0,0.0,0.0,7396.0,636056.0,9.2736184955,1936.0,85184.0,6.63324958071,134689.0,49430863.0,19.1572440607,2025.0,91125.0,6.7082039325,1444.0,54872.0,6.16441400297,9,23,18,20
