,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,month,day,hour,minute
2016-09-19 03:20:00,13.0,13.0,10.0,10.0,15.0,12.0,28.0,23.0,10.0,22.0,26.0,22.0,2.15384615385,1.76923076923,1.0,2.2,1.73333333333,1.83333333333,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,7.0,8.0,16.0,1.0,7.0,8.0,7.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,30.0,18.0,29.0,34.0,38.0,2.07142857143,1.5,1.0,1.70588235294,1.47826086957,1.35714285714,14.0,20.0,18.0,17.0,23.0,28.0,70.0,178.0,131.0,47.0,0.0,73.0,47.0,120.0,7.0,1.48333333333,1.79452054795,1.79452054795,9,19,7,0
2016-09-19 03:40:00,13.0,10.0,10.0,15.0,12.0,17.0,23.0,10.0,22.0,26.0,22.0,29.0,1.76923076923,1.0,2.2,1.73333333333,1.83333333333,1.70588235294,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,8.0,16.0,7.0,7.0,8.0,7.0,8.0,16.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,18.0,29.0,34.0,38.0,36.0,1.5,1.0,1.70588235294,1.47826086957,1.35714285714,1.5,20.0,18.0,17.0,23.0,28.0,24.0,83.0,185.0,132.0,53.0,0.0,77.0,53.0,130.0,8.0,1.42307692308,1.71428571429,1.71428571429,9,19,7,20
2016-09-19 04:00:00,10.0,10.0,15.0,12.0,17.0,18.0,10.0,22.0,26.0,22.0,29.0,40.0,1.0,2.2,1.73333333333,1.83333333333,1.70588235294,2.22222222222,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,16.0,7.0,16.0,8.0,7.0,8.0,16.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,29.0,34.0,38.0,36.0,56.0,1.0,1.70588235294,1.47826086957,1.35714285714,1.5,1.64705882353,18.0,17.0,23.0,28.0,24.0,34.0,118.0,211.0,149.0,62.0,0.0,82.0,62.0,144.0,9.0,1.46527777778,1.81707317073,1.81707317073,9,19,7,40
2016-09-19 04:20:00,10.0,15.0,12.0,17.0,18.0,21.0,22.0,26.0,22.0,29.0,40.0,46.0,2.2,1.73333333333,1.83333333333,1.70588235294,2.22222222222,2.19047619048,2.0,0.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,16.0,7.0,16.0,18.0,7.0,8.0,16.0,7.0,16.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,34.0,38.0,36.0,56.0,64.0,1.70588235294,1.47826086957,1.35714285714,1.5,1.64705882353,1.64102564103,17.0,23.0,28.0,24.0,34.0,39.0,123.0,257.0,185.0,72.0,0.0,93.0,72.0,165.0,15.0,1.55757575758,1.98924731183,1.98924731183,9,19,8,0
2016-09-19 04:40:00,15.0,12.0,17.0,18.0,21.0,22.0,26.0,22.0,29.0,40.0,46.0,45.0,1.73333333333,1.83333333333,1.70588235294,2.22222222222,2.19047619048,2.04545454545,0.0,3.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,16.0,18.0,35.0,8.0,16.0,7.0,16.0,18.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,38.0,36.0,56.0,64.0,80.0,1.47826086957,1.35714285714,1.5,1.64705882353,1.64102564103,1.40350877193,23.0,28.0,24.0,34.0,39.0,57.0,119.0,308.0,208.0,100.0,0.0,105.0,100.0,205.0,21.0,1.50243902439,1.98095238095,1.98095238095,9,19,8,20
2016-09-19 05:00:00,12.0,17.0,18.0,21.0,22.0,33.0,22.0,29.0,40.0,46.0,45.0,76.0,1.83333333333,1.70588235294,2.22222222222,2.19047619048,2.04545454545,2.30303030303,3.0,1.0,3.0,6.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,16.0,18.0,35.0,39.0,16.0,7.0,16.0,18.0,35.0,40.0,1.0,1.0,1.0,1.0,1.0,1.02564102564,38.0,36.0,56.0,64.0,80.0,116.0,1.35714285714,1.5,1.64705882353,1.64102564103,1.40350877193,1.61111111111,28.0,24.0,34.0,39.0,57.0,72.0,116.0,390.0,258.0,132.0,0.0,123.0,131.0,254.0,32.0,1.53543307087,2.09756097561,2.09756097561,9,19,8,40
2016-09-19 05:20:00,17.0,18.0,21.0,22.0,33.0,19.0,29.0,40.0,46.0,45.0,76.0,45.0,1.70588235294,2.22222222222,2.19047619048,2.04545454545,2.30303030303,2.36842105263,1.0,3.0,6.0,8.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,18.0,35.0,39.0,51.0,7.0,16.0,18.0,35.0,40.0,52.0,1.0,1.0,1.0,1.0,1.02564102564,1.01960784314,36.0,56.0,64.0,80.0,116.0,97.0,1.5,1.64705882353,1.64102564103,1.40350877193,1.61111111111,1.38571428571,24.0,34.0,39.0,57.0,72.0,70.0,120.0,449.0,281.0,168.0,0.0,130.0,166.0,296.0,43.0,1.51689189189,2.16153846154,2.16153846154,9,19,9,0
2016-09-19 05:40:00,18.0,21.0,22.0,33.0,19.0,21.0,40.0,46.0,45.0,76.0,45.0,38.0,2.22222222222,2.19047619048,2.04545454545,2.30303030303,2.36842105263,1.80952380952,3.0,6.0,8.0,11.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,35.0,39.0,51.0,62.0,16.0,18.0,35.0,40.0,52.0,71.0,1.0,1.0,1.0,1.02564102564,1.01960784314,1.14516129032,56.0,64.0,80.0,116.0,97.0,109.0,1.64705882353,1.64102564103,1.40350877193,1.61111111111,1.38571428571,1.31325301205,34.0,39.0,57.0,72.0,70.0,83.0,151.0,522.0,290.0,232.0,0.0,134.0,221.0,355.0,61.0,1.47042253521,2.16417910448,2.16417910448,9,19,9,20
2016-09-19 06:00:00,21.0,22.0,33.0,19.0,21.0,19.0,46.0,45.0,76.0,45.0,38.0,39.0,2.19047619048,2.04545454545,2.30303030303,2.36842105263,1.80952380952,2.05263157895,6.0,8.0,11.0,14.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,39.0,51.0,62.0,99.0,18.0,35.0,40.0,52.0,71.0,104.0,1.0,1.0,1.02564102564,1.01960784314,1.14516129032,1.05050505051,64.0,80.0,116.0,97.0,109.0,143.0,1.64102564103,1.40350877193,1.61111111111,1.38571428571,1.31325301205,1.21186440678,39.0,57.0,72.0,70.0,83.0,118.0,131.0,609.0,289.0,320.0,0.0,135.0,304.0,439.0,93.0,1.38724373576,2.14074074074,2.14074074074,9,19,9,40
2016-09-19 06:20:00,22.0,33.0,19.0,21.0,19.0,17.0,45.0,76.0,45.0,38.0,39.0,24.0,2.04545454545,2.30303030303,2.36842105263,1.80952380952,2.05263157895,1.41176470588,8.0,11.0,14.0,19.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,51.0,62.0,99.0,106.0,35.0,40.0,52.0,71.0,104.0,120.0,1.0,1.02564102564,1.01960784314,1.14516129032,1.05050505051,1.1320754717,80.0,116.0,97.0,109.0,143.0,144.0,1.40350877193,1.61111111111,1.38571428571,1.31325301205,1.21186440678,1.17073170732,57.0,72.0,70.0,83.0,118.0,123.0,101.0,689.0,267.0,422.0,0.0,131.0,392.0,523.0,119.0,1.31739961759,2.03816793893,2.03816793893,9,19,10,0
2016-09-19 06:40:00,33.0,19.0,21.0,19.0,17.0,14.0,76.0,45.0,38.0,39.0,24.0,26.0,2.30303030303,2.36842105263,1.80952380952,2.05263157895,1.41176470588,1.85714285714,11.0,14.0,19.0,35.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,51.0,62.0,99.0,106.0,105.0,40.0,52.0,71.0,104.0,120.0,122.0,1.02564102564,1.01960784314,1.14516129032,1.05050505051,1.1320754717,1.1619047619,116.0,97.0,109.0,143.0,144.0,148.0,1.61111111111,1.38571428571,1.31325301205,1.21186440678,1.17073170732,1.24369747899,72.0,70.0,83.0,118.0,123.0,119.0,105.0,757.0,248.0,509.0,0.0,123.0,462.0,585.0,136.0,1.29401709402,2.0162601626,2.0162601626,9,19,10,20
2016-09-19 07:00:00,19.0,21.0,19.0,17.0,14.0,20.0,45.0,38.0,39.0,24.0,26.0,35.0,2.36842105263,1.80952380952,2.05263157895,1.41176470588,1.85714285714,1.75,14.0,19.0,35.0,32.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,62.0,99.0,106.0,105.0,96.0,52.0,71.0,104.0,120.0,122.0,114.0,1.01960784314,1.14516129032,1.05050505051,1.1320754717,1.1619047619,1.1875,97.0,109.0,143.0,144.0,148.0,149.0,1.38571428571,1.31325301205,1.21186440678,1.17073170732,1.24369747899,1.28448275862,70.0,83.0,118.0,123.0,119.0,116.0,102.0,790.0,207.0,583.0,0.0,110.0,519.0,629.0,151.0,1.2559618442,1.88181818182,1.88181818182,9,19,10,40
2016-09-19 07:20:00,21.0,19.0,17.0,14.0,20.0,21.0,38.0,39.0,24.0,26.0,35.0,32.0,1.80952380952,2.05263157895,1.41176470588,1.85714285714,1.75,1.52380952381,19.0,35.0,32.0,25.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,99.0,106.0,105.0,96.0,99.0,71.0,104.0,120.0,122.0,114.0,101.0,1.14516129032,1.05050505051,1.1320754717,1.1619047619,1.1875,1.0202020202,109.0,143.0,144.0,148.0,149.0,133.0,1.31325301205,1.21186440678,1.17073170732,1.24369747899,1.28448275862,1.10833333333,83.0,118.0,123.0,119.0,116.0,120.0,86.0,826.0,194.0,632.0,0.0,112.0,567.0,679.0,171.0,1.21649484536,1.73214285714,1.73214285714,9,19,11,0
2016-09-19 07:40:00,19.0,17.0,14.0,20.0,21.0,32.0,39.0,24.0,26.0,35.0,32.0,46.0,2.05263157895,1.41176470588,1.85714285714,1.75,1.52380952381,1.4375,35.0,32.0,25.0,26.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,106.0,105.0,96.0,99.0,119.0,104.0,120.0,122.0,114.0,101.0,133.0,1.05050505051,1.1320754717,1.1619047619,1.1875,1.0202020202,1.11764705882,143.0,144.0,148.0,149.0,133.0,179.0,1.21186440678,1.17073170732,1.24369747899,1.28448275862,1.10833333333,1.18543046358,118.0,123.0,119.0,116.0,120.0,151.0,76.0,896.0,202.0,694.0,0.0,123.0,624.0,747.0,186.0,1.19946452477,1.64227642276,1.64227642276,9,19,11,20
2016-09-19 08:00:00,17.0,14.0,20.0,21.0,32.0,37.0,24.0,26.0,35.0,32.0,46.0,75.0,1.41176470588,1.85714285714,1.75,1.52380952381,1.4375,2.02702702703,32.0,25.0,26.0,34.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,105.0,96.0,99.0,119.0,94.0,120.0,122.0,114.0,101.0,133.0,96.0,1.1320754717,1.1619047619,1.1875,1.0202020202,1.11764705882,1.02127659574,144.0,148.0,149.0,133.0,179.0,171.0,1.17073170732,1.24369747899,1.28448275862,1.10833333333,1.18543046358,1.30534351145,123.0,119.0,116.0,120.0,151.0,131.0,100.0,924.0,238.0,686.0,0.0,141.0,619.0,760.0,178.0,1.21578947368,1.68794326241,1.68794326241,9,19,11,40
2016-09-19 08:20:00,14.0,20.0,21.0,32.0,37.0,34.0,26.0,35.0,32.0,46.0,75.0,62.0,1.85714285714,1.75,1.52380952381,1.4375,2.02702702703,1.82352941176,25.0,26.0,34.0,34.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,96.0,99.0,119.0,94.0,67.0,122.0,114.0,101.0,133.0,96.0,71.0,1.1619047619,1.1875,1.0202020202,1.11764705882,1.02127659574,1.05970149254,148.0,149.0,133.0,179.0,171.0,133.0,1.24369747899,1.28448275862,1.10833333333,1.18543046358,1.30534351145,1.31683168317,119.0,116.0,120.0,151.0,131.0,101.0,99.0,913.0,276.0,637.0,0.0,158.0,580.0,738.0,161.0,1.23712737127,1.74683544304,1.74683544304,9,19,12,0
2016-09-19 08:40:00,20.0,21.0,32.0,37.0,34.0,31.0,35.0,32.0,46.0,75.0,62.0,48.0,1.75,1.52380952381,1.4375,2.02702702703,1.82352941176,1.54838709677,26.0,34.0,34.0,27.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,99.0,119.0,94.0,67.0,74.0,114.0,101.0,133.0,96.0,71.0,81.0,1.1875,1.0202020202,1.11764705882,1.02127659574,1.05970149254,1.09459459459,149.0,133.0,179.0,171.0,133.0,129.0,1.28448275862,1.10833333333,1.18543046358,1.30534351145,1.31683168317,1.22857142857,116.0,120.0,151.0,131.0,101.0,105.0,70.0,894.0,298.0,596.0,0.0,175.0,549.0,724.0,156.0,1.23480662983,1.70285714286,1.70285714286,9,19,12,20
2016-09-19 09:00:00,21.0,32.0,37.0,34.0,31.0,30.0,32.0,46.0,75.0,62.0,48.0,56.0,1.52380952381,1.4375,2.02702702703,1.82352941176,1.54838709677,1.86666666667,34.0,34.0,27.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,119.0,94.0,67.0,74.0,72.0,101.0,133.0,96.0,71.0,81.0,73.0,1.0202020202,1.11764705882,1.02127659574,1.05970149254,1.09459459459,1.01388888889,133.0,179.0,171.0,133.0,129.0,129.0,1.10833333333,1.18543046358,1.30534351145,1.31683168317,1.22857142857,1.26470588235,120.0,151.0,131.0,101.0,105.0,102.0,79.0,874.0,319.0,555.0,0.0,185.0,525.0,710.0,150.0,1.23098591549,1.72432432432,1.72432432432,9,19,12,40
2016-09-19 09:20:00,32.0,37.0,34.0,31.0,30.0,24.0,46.0,75.0,62.0,48.0,56.0,48.0,1.4375,2.02702702703,1.82352941176,1.54838709677,1.86666666667,2.0,34.0,27.0,15.0,20.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,94.0,67.0,74.0,72.0,62.0,133.0,96.0,71.0,81.0,73.0,68.0,1.11764705882,1.02127659574,1.05970149254,1.09459459459,1.01388888889,1.09677419355,179.0,171.0,133.0,129.0,129.0,116.0,1.18543046358,1.30534351145,1.31683168317,1.22857142857,1.26470588235,1.3488372093,151.0,131.0,101.0,105.0,102.0,86.0,100.0,857.0,335.0,522.0,0.0,188.0,488.0,676.0,140.0,1.26775147929,1.78191489362,1.78191489362,9,19,13,0
2016-09-19 09:40:00,37.0,34.0,31.0,30.0,24.0,19.0,75.0,62.0,48.0,56.0,48.0,28.0,2.02702702703,1.82352941176,1.54838709677,1.86666666667,2.0,1.47368421053,27.0,15.0,20.0,20.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,67.0,74.0,72.0,62.0,57.0,96.0,71.0,81.0,73.0,68.0,63.0,1.02127659574,1.05970149254,1.09459459459,1.01388888889,1.09677419355,1.10526315789,171.0,133.0,129.0,129.0,116.0,91.0,1.30534351145,1.31683168317,1.22857142857,1.26470588235,1.3488372093,1.19736842105,131.0,101.0,105.0,102.0,86.0,76.0,108.0,769.0,317.0,452.0,0.0,175.0,426.0,601.0,123.0,1.27953410982,1.81142857143,1.81142857143,9,19,13,20
2016-09-19 10:00:00,34.0,31.0,30.0,24.0,19.0,30.0,62.0,48.0,56.0,48.0,28.0,78.0,1.82352941176,1.54838709677,1.86666666667,2.0,1.47368421053,2.6,15.0,20.0,20.0,24.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,74.0,72.0,62.0,57.0,70.0,71.0,81.0,73.0,68.0,63.0,80.0,1.05970149254,1.09459459459,1.01388888889,1.09677419355,1.10526315789,1.14285714286,133.0,129.0,129.0,116.0,91.0,158.0,1.31683168317,1.22857142857,1.26470588235,1.3488372093,1.19736842105,1.58,101.0,105.0,102.0,86.0,76.0,100.0,106.0,756.0,320.0,436.0,0.0,168.0,402.0,570.0,118.0,1.32631578947,1.90476190476,1.90476190476,9,19,13,40
2016-09-19 10:20:00,31.0,30.0,24.0,19.0,30.0,32.0,48.0,56.0,48.0,28.0,78.0,54.0,1.54838709677,1.86666666667,2.0,1.47368421053,2.6,1.6875,20.0,20.0,24.0,17.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,72.0,62.0,57.0,70.0,67.0,81.0,73.0,68.0,63.0,80.0,73.0,1.09459459459,1.01388888889,1.09677419355,1.10526315789,1.14285714286,1.08955223881,129.0,129.0,116.0,91.0,158.0,127.0,1.22857142857,1.26470588235,1.3488372093,1.19736842105,1.58,1.28282828283,105.0,102.0,86.0,76.0,100.0,99.0,101.0,750.0,312.0,438.0,0.0,166.0,402.0,568.0,123.0,1.32042253521,1.87951807229,1.87951807229,9,19,14,0
2016-09-19 10:40:00,30.0,24.0,19.0,30.0,32.0,25.0,56.0,48.0,28.0,78.0,54.0,43.0,1.86666666667,2.0,1.47368421053,2.6,1.6875,1.72,20.0,24.0,17.0,22.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,62.0,57.0,70.0,67.0,45.0,73.0,68.0,63.0,80.0,73.0,45.0,1.01388888889,1.09677419355,1.10526315789,1.14285714286,1.08955223881,1.0,129.0,116.0,91.0,158.0,127.0,88.0,1.26470588235,1.3488372093,1.19736842105,1.58,1.28282828283,1.25714285714,102.0,86.0,76.0,100.0,99.0,70.0,100.0,709.0,307.0,402.0,0.0,160.0,373.0,533.0,117.0,1.33020637899,1.91875,1.91875,9,19,14,20
2016-09-19 11:00:00,24.0,19.0,30.0,32.0,25.0,26.0,48.0,28.0,78.0,54.0,43.0,53.0,2.0,1.47368421053,2.6,1.6875,1.72,2.03846153846,24.0,17.0,22.0,20.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,57.0,70.0,67.0,45.0,53.0,68.0,63.0,80.0,73.0,45.0,65.0,1.09677419355,1.10526315789,1.14285714286,1.08955223881,1.0,1.22641509434,116.0,91.0,158.0,127.0,88.0,118.0,1.3488372093,1.19736842105,1.58,1.28282828283,1.25714285714,1.49367088608,86.0,76.0,100.0,99.0,70.0,79.0,101.0,698.0,304.0,394.0,0.0,156.0,354.0,510.0,112.0,1.36862745098,1.94871794872,1.94871794872,9,19,14,40
